"termo","ame_pp","erro_padrao_pp","p_valor","amostra"
"mulher",-7.2393937751475,6.67415621231761,0.278058761090561,"ampla"
"preto",-4.69824445518895,3.77133170226262,0.212845675790257,"ampla"
"pardo",-2.62429776488587,2.90574674106412,0.366451295075531,"ampla"
"indigena",-1.91858097372977,4.28998033680462,0.654713535116448,"ampla"
"mulher",2.09231403499569,5.03194898071244,0.677552046969466,"restrita"
"preto",-3.84965171141359,4.33757572850994,0.374803159381977,"restrita"
"pardo",-0.796580595502753,2.34835329325944,0.734452923842785,"restrita"
"indigena",-3.58069370625703,7.68290705582893,0.64117273603874,"restrita"
