"termo","beta_mensal","beta_hora","beta_ln_horas","soma_hora_mais_horas","diferenca_vs_mensal","erro_padrao","p_valor"
"(Intercept)",6.88269433362714,1.84621217505616,3.57091461655659,5.41712679161275,1.46556754201439,0.152067461958051,1.05407244898981e-70
"factor(celula_ocup_ativ)1_10",-0.0966217401262432,0.0204284143806609,-0.117050154506903,-0.096621740126242,-1.23512311489549e-15,0.186226279569911,0.604963753766163
"factor(celula_ocup_ativ)1_2",-0.0180579754925973,0.00638135774002754,-0.0244393332326194,-0.0180579754925919,-5.41233724504764e-15,0.195238375308426,0.926483439426059
"factor(celula_ocup_ativ)1_4",-0.109106270989151,-0.096306937629817,-0.0127993333593335,-0.10910627098915,-6.52256026967279e-16,0.156052730255283,0.485996155704088
"factor(celula_ocup_ativ)1_6",-0.468406498363313,-0.426429432215172,-0.0419770661481405,-0.468406498363313,1.11022302462516e-16,0.198111161243141,0.0198992192866209
"factor(celula_ocup_ativ)1_7",0.322733220577302,0.408055315593125,-0.0853220950158227,0.322733220577302,3.88578058618805e-16,0.155362984815604,0.0402152196792551
"factor(celula_ocup_ativ)1_8",0.464794789090658,0.604853350489373,-0.140058561398712,0.464794789090661,-3.66373598126302e-15,0.140649726846986,0.00130160299556557
"factor(celula_ocup_ativ)1_9",0.131956341689495,0.212825315854828,-0.0808689741653322,0.131956341689495,1.66533453693773e-16,0.171633423934151,0.443722147649027
"factor(celula_ocup_ativ)10_8",0.27792253883176,0.377389035007125,-0.0994664961753629,0.277922538831762,-1.72084568816899e-15,0.131782610727578,0.0373273014414292
"factor(celula_ocup_ativ)2_10",-0.360641132097571,-0.0582178957660149,-0.302423236331555,-0.360641132097569,-1.77635683940025e-15,0.170794590037397,0.0370981411555118
"factor(celula_ocup_ativ)2_2",0.345347465340036,0.504671810401009,-0.159324345060974,0.345347465340034,1.33226762955019e-15,0.175828777611761,0.0521604264869726
"factor(celula_ocup_ativ)2_4",-0.374151686503825,-0.234186293297855,-0.13996539320597,-0.374151686503825,1.66533453693773e-16,0.150663351394809,0.0145972441819011
"factor(celula_ocup_ativ)2_7",0.218129049595305,0.387422237481383,-0.169293187886078,0.218129049595305,-4.16333634234434e-16,0.156658829865226,0.166748304993495
"factor(celula_ocup_ativ)2_8",0.562393959551439,0.773062249614519,-0.21066829006308,0.562393959551439,3.33066907387547e-16,0.148481618834346,0.000253789220885928
"factor(celula_ocup_ativ)2_9",0.0914522314267033,0.368945549970922,-0.277493318544218,0.0914522314267046,-1.26287869051112e-15,0.134122164338142,0.496830237609354
"factor(celula_ocup_ativ)3_10",-0.450755036780416,-0.330763547151923,-0.119991489628492,-0.450755036780415,-1.33226762955019e-15,0.160979010580306,0.00608199175961143
"factor(celula_ocup_ativ)3_2",-0.0708124635718559,-0.00419340451480588,-0.0666190590570498,-0.0708124635718557,-2.08166817117217e-16,0.146158942461417,0.629047672539942
"factor(celula_ocup_ativ)3_3",-0.285090365389177,-0.207405190034444,-0.0776851753547322,-0.285090365389176,-7.21644966006352e-16,0.141407137797314,0.0463436748323238
"factor(celula_ocup_ativ)3_4",-0.281133991613796,-0.210693438759513,-0.0704405528542792,-0.281133991613793,-2.94209101525666e-15,0.156698860976795,0.0756745975860083
"factor(celula_ocup_ativ)3_7",-0.060197808432654,0.0929788302727018,-0.153176638705353,-0.0601978084326512,-2.82412981889024e-15,0.147204656379609,0.683416913611715
"factor(celula_ocup_ativ)3_8",0.216281702726205,0.435072879633592,-0.218791176907384,0.216281702726208,-3.41393580072236e-15,0.13701019089734,0.117440177647666
"factor(celula_ocup_ativ)3_9",-0.2554393307429,-0.0211840829136812,-0.234255247829218,-0.255439330742899,-1.11022302462516e-15,0.135135200012687,0.0614818812100839
"factor(celula_ocup_ativ)4_10",-0.6286501525068,-0.395406341440941,-0.233243811065857,-0.628650152506798,-2.22044604925031e-15,0.141861150722206,2.30623014826136e-05
"factor(celula_ocup_ativ)4_2",-0.254043496690104,-0.105627394626589,-0.148416102063515,-0.254043496690104,-5.55111512312578e-17,0.135368875772721,0.0633389523160732
"factor(celula_ocup_ativ)4_4",-0.514455987663726,-0.435384875666134,-0.0790711119975907,-0.514455987663725,-1.33226762955019e-15,0.141695352181731,0.000438731680823146
"factor(celula_ocup_ativ)4_5",-0.487635125291728,-0.416131323971178,-0.0715038013205512,-0.487635125291729,1.27675647831893e-15,0.150808542000611,0.00163493584069762
"factor(celula_ocup_ativ)4_6",-0.590869478822929,-0.454689319665725,-0.136180159157202,-0.590869478822927,-2.44249065417534e-15,0.139668914559787,4.99975916349378e-05
"factor(celula_ocup_ativ)4_7",-0.453028968760027,-0.272751067401077,-0.180277901358949,-0.453028968760026,-1.4432899320127e-15,0.135489787940576,0.00114700068252603
"factor(celula_ocup_ativ)4_8",-0.101641580471092,0.107444916051709,-0.209086496522798,-0.101641580471089,-2.53963516883005e-15,0.13349922472278,0.448145956466831
"factor(celula_ocup_ativ)4_9",-0.41666813325522,-0.206497997173526,-0.210170136081691,-0.416668133255217,-2.33146835171283e-15,0.13401202625084,0.00241490670852332
"factor(celula_ocup_ativ)5_10",-0.434774571825558,-0.450660886205595,0.0158863143800389,-0.434774571825556,-1.60982338570648e-15,0.139077993687236,0.00229132321883111
"factor(celula_ocup_ativ)5_11",-0.778585615519768,-0.635774874326637,-0.14281074119313,-0.778585615519767,-1.66533453693773e-15,0.133691934416627,6.34863041210621e-08
"factor(celula_ocup_ativ)5_2",-0.466762636690766,-0.461312833337574,-0.00544980335319134,-0.466762636690765,-1.4432899320127e-15,0.162876723223755,0.00502670531536987
"factor(celula_ocup_ativ)5_4",-0.502408529023326,-0.473820733312286,-0.02858779571104,-0.502408529023326,-5.55111512312578e-16,0.133993693556226,0.000290311020154975
"factor(celula_ocup_ativ)5_6",-0.630571092421691,-0.536750514134318,-0.0938205782873718,-0.63057109242169,-1.11022302462516e-15,0.132635059884094,6.36599497137054e-06
"factor(celula_ocup_ativ)5_7",-0.579423580981613,-0.40330309487723,-0.17612048610438,-0.57942358098161,-2.44249065417534e-15,0.126942569545968,1.36557659969589e-05
"factor(celula_ocup_ativ)5_8",0.23068485330948,0.374443925976549,-0.143759072667065,0.230684853309484,-4.77395900588817e-15,0.141549053290958,0.106157845230707
"factor(celula_ocup_ativ)5_9",-0.506977236851529,-0.275638390832553,-0.231338846018974,-0.506977236851527,-1.11022302462516e-15,0.133363979982172,0.000241666711544085
"factor(celula_ocup_ativ)6_1",-0.509031878191231,-0.446198574832079,-0.0628333033591504,-0.509031878191229,-1.77635683940025e-15,0.13178744985458,0.000194402563084869
"factor(celula_ocup_ativ)7_1",-0.641604432079704,-0.545479589848579,-0.0961248422311234,-0.641604432079702,-1.88737914186277e-15,0.172289872538745,0.000317470817070595
"factor(celula_ocup_ativ)7_10",-0.796482427433426,-0.658492594515549,-0.137989832917875,-0.796482427433424,-1.88737914186277e-15,0.188332133972446,5.02570444987376e-05
"factor(celula_ocup_ativ)7_2",-0.443488457884314,-0.395168709824762,-0.0483197480595503,-0.443488457884313,-1.38777878078145e-15,0.134703745205199,0.00135426393795176
"factor(celula_ocup_ativ)7_3",-0.516014803751829,-0.434828005413776,-0.081186798338051,-0.516014803751828,-1.88737914186277e-15,0.13536921944879,0.00023286867927383
"factor(celula_ocup_ativ)7_4",-0.529034932424132,-0.491398811691107,-0.0376361207330245,-0.529034932424131,-1.33226762955019e-15,0.136212783757989,0.00018005469444615
"factor(celula_ocup_ativ)7_6",-0.451295612888888,-0.371159937067832,-0.080135675821055,-0.451295612888887,-1.33226762955019e-15,0.128875988698213,0.000679999922144581
"factor(celula_ocup_ativ)7_7",-0.421855276729137,-0.315565556458988,-0.106289720270148,-0.421855276729136,-1.16573417585641e-15,0.165411203531704,0.0122044912240664
"factor(celula_ocup_ativ)8_1",-0.241147384179338,-0.207432491223413,-0.0337148929559237,-0.241147384179336,-1.16573417585641e-15,0.136461349070164,0.0801088679069911
"factor(celula_ocup_ativ)8_2",-0.448262198187386,-0.319548900033263,-0.128713298154122,-0.448262198187385,-4.44089209850063e-16,0.157517504491713,0.00532808371252526
"factor(celula_ocup_ativ)8_3",-0.287024027972257,-0.241281309015171,-0.0457427189570837,-0.287024027972255,-2.66453525910038e-15,0.142044726823671,0.0458605662223765
"factor(celula_ocup_ativ)8_4",-0.562233384265618,-0.501691465721456,-0.0605419185441593,-0.562233384265616,-2.33146835171283e-15,0.134276414238789,5.8912319221263e-05
"factor(celula_ocup_ativ)8_5",-0.415959907857717,-0.378012053373574,-0.0379478544841424,-0.415959907857717,-3.88578058618805e-16,0.134471803506358,0.00253651632238806
"factor(celula_ocup_ativ)8_6",-0.428478032486315,-0.217718526007883,-0.210759506478431,-0.428478032486313,-1.60982338570648e-15,0.148422883447783,0.00472457903827493
"factor(celula_ocup_ativ)8_7",-0.515511320695019,-0.399079428160981,-0.116431892534036,-0.515511320695017,-1.4432899320127e-15,0.140691534956956,0.000390972851901856
"factor(celula_ocup_ativ)8_8",-0.296751486403069,-0.126497221429277,-0.170254264973788,-0.296751486403065,-3.60822483003176e-15,0.139335764795524,0.0355281482913309
"factor(celula_ocup_ativ)9_1",-0.786608751021209,-0.664468578970689,-0.122140172050519,-0.786608751021209,-3.33066907387547e-16,0.123299214521845,4.87644213303431e-09
"factor(celula_ocup_ativ)9_10",-0.80935727020254,-0.618132766883686,-0.191224503318851,-0.809357270202537,-2.33146835171283e-15,0.18014770020879,1.81351087758774e-05
"factor(celula_ocup_ativ)9_11",-0.877814745422124,-0.574126568403268,-0.303688177018856,-0.877814745422123,-9.99200722162641e-16,0.133960642292115,2.15085543444845e-09
"factor(celula_ocup_ativ)9_2",-0.35990594895064,-0.339423989585002,-0.020481959365635,-0.359905948950637,-2.94209101525666e-15,0.136131366021152,0.00945412686854644
"factor(celula_ocup_ativ)9_3",-0.802135416287448,-0.70562188125195,-0.0965135350354961,-0.802135416287446,-2.44249065417534e-15,0.134489620944178,3.35014851161728e-08
"factor(celula_ocup_ativ)9_4",-0.698133975805967,-0.654286586990256,-0.0438473888157065,-0.698133975805962,-4.44089209850063e-15,0.129313445089259,4.19478734873049e-07
"factor(celula_ocup_ativ)9_5",-0.580676360672442,-0.420450803043631,-0.160225557628808,-0.580676360672439,-2.99760216648792e-15,0.19428791063542,0.00348872957619676
"factor(celula_ocup_ativ)9_6",-0.719228635015619,-0.600209821220801,-0.119018813794816,-0.719228635015618,-1.66533453693773e-15,0.141834521127914,1.71261209047831e-06
"factor(celula_ocup_ativ)9_7",-0.691215397294171,-0.538586762536301,-0.152628634757868,-0.691215397294169,-1.55431223447522e-15,0.131345083819141,7.56657655695319e-07
"factor(celula_ocup_ativ)9_8",-0.507198359808425,-0.309319179947115,-0.197879179861308,-0.507198359808423,-1.4432899320127e-15,0.133055306545011,0.000232843968147014
"factor(celula_ocup_ativ)9_9",-0.693869907989563,-0.551011228641378,-0.142858679348185,-0.693869907989563,-5.55111512312578e-16,0.133660776603885,1.02729899657439e-06
"factor(celula_ocup_ativ)outras",-0.331364073828416,-0.165430358873781,-0.165933714954633,-0.331364073828414,-1.49880108324396e-15,0.146891890852719,0.0261538979718791
"factor(escolaridade)2",0.131939787073524,0.138069120571337,-0.00612933349781775,0.131939787073519,4.46864767411626e-15,0.0405484059669007,0.00153195275098697
"factor(escolaridade)3",0.170900969897554,0.197114121813916,-0.0262131519163679,0.170900969897548,5.88418203051333e-15,0.0500879626267105,0.000916771527977349
"factor(escolaridade)4",0.188470922292322,0.242709207128039,-0.0542382848357246,0.188470922292314,7.57727214306669e-15,0.0463258495300386,9.18289298987207e-05
"factor(escolaridade)5",0.281282482061641,0.292489245685432,-0.0112067636237992,0.281282482061633,8.27116153345742e-15,0.0395330459594267,1.42689526483088e-10
"factor(escolaridade)6",0.340529933408334,0.38240179577826,-0.0418718623699354,0.340529933408325,9.65894031423886e-15,0.0454253684052896,2.17789765418575e-11
"factor(escolaridade)7",0.609118342043107,0.642758307557905,-0.0336399655148072,0.609118342043098,9.54791801177635e-15,0.0421938115957683,1.10623230512566e-26
"factor(periodo)2017T4",0.0444461835364014,0.0428151894390812,0.0016309940973183,0.0444461835363995,1.90125692967058e-15,0.029742849442985,0.138083773839612
"factor(periodo)2018T4",-0.00152003575777667,0.0130818263809729,-0.0146018621387506,-0.00152003575777768,1.00744065867353e-15,0.0316395546766713,0.961773823711832
"factor(periodo)2019T4",-0.0325182418096962,-0.0512742169668882,0.0187559751571907,-0.0325182418096975,1.26981758441502e-15,0.0297382282808834,0.276684184636488
"factor(periodo)2020T4",-0.0549266741653151,-0.0476194659625292,-0.00730720820278673,-0.0549266741653159,8.11850586757146e-16,0.0358817207250637,0.128833478548163
"factor(periodo)2021T4",-0.0629064363440983,-0.0725615366642218,0.00965510032012175,-0.0629064363441,1.76247905159244e-15,0.0294520438063472,0.0350122542337135
"factor(periodo)2022T4",-0.0291058051183879,-0.0546096589020355,0.0255038537836466,-0.0291058051183889,1.01654795692241e-15,0.0350690918123473,0.408446644992157
"factor(periodo)2023T4",-0.000365605422259738,-0.030071349952179,0.0297057445299178,-0.000365605422261113,1.37531045579786e-15,0.0251015279552143,0.988406808461004
"factor(periodo)2024T4",0.0333775169489972,0.0300678769335736,0.00330964001542273,0.0333775169489963,9.08995101411847e-16,0.0304453385023905,0.275451386270829
"factor(periodo)2025T4",0.0458631093805,0.0396523715695104,0.00621073781098855,0.045863109380499,9.57567358739198e-16,0.0304925683322737,0.135564090662958
"factor(raca_grupo)indigena",-0.11860709205123,-0.0816074767043075,-0.0369996153469252,-0.118607092051233,2.62290189567693e-15,0.0568035854672239,0.0392151309614819
"factor(raca_grupo)pardo",-0.103736655888067,-0.0720374280428996,-0.0316992278451679,-0.103736655888067,9.0205620750794e-16,0.0297277437324992,0.000708456253649321
"factor(raca_grupo)preto",-0.111887835601379,-0.0613982410138214,-0.0504895945875587,-0.11188783560138,1.22124532708767e-15,0.0417914334842681,0.00861444507507339
"formal",0.277356209767579,0.256699192964534,0.0206570168030511,0.277356209767585,-6.10622663543836e-15,0.0286294724404162,3.0789326444878e-16
"formal:factor(raca_grupo)indigena",-0.0415070252860296,-0.105998986729954,0.0644919614439234,-0.0415070252860302,6.10622663543836e-16,0.0535612588156194,0.440113895945649
"formal:factor(raca_grupo)pardo",-0.0172850942978323,-0.0524848876042775,0.0351997933064451,-0.0172850942978324,7.97972798949331e-17,0.0291869778684469,0.554976825680614
"formal:factor(raca_grupo)preto",-0.0150907100950643,-0.0803656786087323,0.0652749685136703,-0.015090710095062,-2.30024332914525e-15,0.0389227602223746,0.699016131725924
"formal:mulher",0.0671100011921222,-0.0445741515409607,0.111684152733082,0.0671100011921216,6.24500451351651e-16,0.0223190526060456,0.00330315064993919
"formal_pop",0.293795002197311,0.189997707019778,0.103797295177539,0.293795002197317,-5.99520433297585e-15,0.013684134577565,0
"idade",0.0309820333650189,0.0183080531774672,0.0126739801875517,0.0309820333650189,6.93889390390723e-18,0.00263494210863319,7.14926260930747e-21
"idade2",-0.000214773476638113,-5.97444877674874e-05,-0.000155028988870625,-0.000214773476638112,-6.7762635780344e-19,3.27019844251443e-05,2.00453833051045e-09
"mulher",-0.238327450261778,-0.133580412016654,-0.104747038245122,-0.238327450261776,-1.55431223447522e-15,0.0294469332316615,1.09177029160124e-12
"mulher:factor(raca_grupo)indigena",0.0581887049391546,0.06098844588978,-0.00279974095062513,0.0581887049391549,-3.2612801348364e-16,0.041523455482208,0.164059662367102
"mulher:factor(raca_grupo)pardo",0.0255130692769732,0.0630415582192669,-0.0375284889422936,0.0255130692769733,-5.20417042793042e-17,0.0273668213806452,0.353339446466107
"mulher:factor(raca_grupo)preto",-0.0183208141030421,0.0453409255137795,-0.063661739616823,-0.0183208141030435,1.38083988687754e-15,0.0422135536270812,0.665176643017642
"mulher_pop",-0.220834692995248,-0.0860330844912717,-0.134801608503975,-0.220834692995246,-1.47104550762833e-15,0.0205228344459422,0
