,rotulo,referencia,coeficiente,erro_padrao,p_valor,efeito_percentual_aprox
C(atividade_grupo)[T.2],Atividade: Indústria geral,Referência: Agropecuária,0.06591477826216366,0.03887822481521006,0.08999646522970937,6.813568490777189
C(atividade_grupo)[T.3],Atividade: Construção,Referência: Agropecuária,0.030252123547875567,0.034706580022226784,0.38339725255639245,3.0714368560376792
C(atividade_grupo)[T.4],Atividade: Comércio e reparação,Referência: Agropecuária,0.003942770056558104,0.03423813803481693,0.9083204772922114,0.39505529998411504
C(atividade_grupo)[T.5],"Atividade: Transporte, armazenagem e correio",Referência: Agropecuária,0.14588228301165174,0.0420123428446643,0.0005158900984686242,15.705997441809739
C(atividade_grupo)[T.6],Atividade: Alojamento e alimentação,Referência: Agropecuária,-0.10265332826434517,0.04082794985763124,0.011927212779065843,-9.756023037914808
C(atividade_grupo)[T.7],"Atividade: Informação, comunicação, financeiro, imobiliário, profissional e administrativo",Referência: Agropecuária,0.1068821317843444,0.03390402709979612,0.0016188395105766725,11.280308263525551
C(atividade_grupo)[T.8],"Atividade: Administração pública, defesa e seguridade social",Referência: Agropecuária,0.5507966503535333,0.040502387043940206,4.0530385689380795e-42,73.46343646489868
C(atividade_grupo)[T.9],"Atividade: Educação, saúde humana e serviços sociais",Referência: Agropecuária,0.16604681598951437,0.034612867902129,1.6085332445376646e-06,18.062837271500022
C(periodo)[T.2017T4],Período: 2017T4,Referência: primeiro período da amostra,-0.05711191149329051,0.04970043708173342,0.25050529773655406,-5.551163565141925
C(periodo)[T.2018T4],Período: 2018T4,Referência: primeiro período da amostra,-0.1376580870171624,0.048503095057428336,0.004537870281510179,-12.860341737868408
C(periodo)[T.2019T4],Período: 2019T4,Referência: primeiro período da amostra,-0.17871187437530928,0.05123948243860801,0.0004870546157882174,-16.365316235981908
C(periodo)[T.2020T4],Período: 2020T4,Referência: primeiro período da amostra,-0.07599518899811801,0.05862014826987174,0.19483754302306278,-7.317933451537783
C(periodo)[T.2021T4],Período: 2021T4,Referência: primeiro período da amostra,-0.10154342172953737,0.09169588407861308,0.2681238551341024,-9.655805052147038
C(periodo)[T.2022T4],Período: 2022T4,Referência: primeiro período da amostra,-0.0874050355424228,0.06527225653341133,0.18054332273169194,-8.369411598947863
C(periodo)[T.2023T4],Período: 2023T4,Referência: primeiro período da amostra,-0.11612819863954803,0.05601401769306354,0.03815377476629706,-10.963892709758639
C(periodo)[T.2024T4],Período: 2024T4,Referência: primeiro período da amostra,-0.07898900827688496,0.051179170994530565,0.12273813267252066,-7.594991870809597
C(periodo)[T.2025T4],Período: 2025T4,Referência: primeiro período da amostra,-0.03555169535754361,0.05418706451975827,0.511764981069933,-3.4927156845239393
formal,Trabalhador formal,Referência: trabalhador informal,0.22897685222715333,0.04028187845713579,1.3130050242080094e-08,25.731293467878103
formal:C(periodo)[T.2017T4],formal:C(periodo)[T.2017T4],,0.03374876206562001,0.041395716597935284,0.4149167236534379,3.4324712477596497
formal:C(periodo)[T.2018T4],formal:C(periodo)[T.2018T4],,0.12858163384867635,0.04610596126561441,0.005289901594209613,13.72142526782878
formal:C(periodo)[T.2019T4],formal:C(periodo)[T.2019T4],,0.1489876921552227,0.04506894132699517,0.0009471476566061288,16.065870391400793
formal:C(periodo)[T.2020T4],formal:C(periodo)[T.2020T4],,0.03604842894054195,0.042621003714776715,0.3976697713883687,3.670605185096232
formal:C(periodo)[T.2021T4],formal:C(periodo)[T.2021T4],,0.05326332686183921,0.06349329926855606,0.4015360512188033,5.470734132966659
formal:C(periodo)[T.2022T4],formal:C(periodo)[T.2022T4],,0.010718599811465933,0.04699761881811395,0.8195942554639769,1.0776249794010262
formal:C(periodo)[T.2023T4],formal:C(periodo)[T.2023T4],,0.0455810149589203,0.05011050985687222,0.36302828519427355,4.663579433516718
formal:C(periodo)[T.2024T4],formal:C(periodo)[T.2024T4],,0.0550519269816314,0.041177703758883424,0.18124374707142477,5.659547906504403
formal:C(periodo)[T.2025T4],formal:C(periodo)[T.2025T4],,0.030710580345768828,0.04769179642337813,0.5196153625621274,3.1187014905015964
mulher,Mulher,Referência: homem,-0.14707394381419786,0.031021340396541915,2.1260607650366216e-06,-13.676985547309206
mulher:C(periodo)[T.2017T4],mulher:C(periodo)[T.2017T4],,-0.013192894138032306,0.038480604851276044,0.7317148519054715,-1.3106249360496647
mulher:C(periodo)[T.2018T4],mulher:C(periodo)[T.2018T4],,0.051243127144951856,0.03792378926558694,0.1766271263020297,5.257877264816457
mulher:C(periodo)[T.2019T4],mulher:C(periodo)[T.2019T4],,-0.0165248058126943,0.03571100379724925,0.6435528324948663,-1.6389020181681424
mulher:C(periodo)[T.2020T4],mulher:C(periodo)[T.2020T4],,-0.00981704729526156,0.041312644507697185,0.8121695150866999,-0.9769017385589551
mulher:C(periodo)[T.2021T4],mulher:C(periodo)[T.2021T4],,0.016357785757169792,0.04093125393494509,0.6894213405989713,1.6492306822587732
mulher:C(periodo)[T.2022T4],mulher:C(periodo)[T.2022T4],,-0.028144883652821695,0.035912870887586004,0.43321670612057217,-2.7752506171954683
mulher:C(periodo)[T.2023T4],mulher:C(periodo)[T.2023T4],,-0.012999387499881233,0.03784543665336851,0.7312326756091692,-1.291526039037738
mulher:C(periodo)[T.2024T4],mulher:C(periodo)[T.2024T4],,-0.027406112549120138,0.03365726229912278,0.415490060925207,-2.70339724345674
mulher:C(periodo)[T.2025T4],mulher:C(periodo)[T.2025T4],,0.002052524167109876,0.036113087753303096,0.9546758207265861,0.20546320367424986
preto_pardo,Pessoa preta ou parda,"Referência: branco, amarelo ou indígena",-0.14175867645239693,0.03306013451726748,1.8036717109959276e-05,-13.21693408086093
preto_pardo:C(periodo)[T.2017T4],preto_pardo:C(periodo)[T.2017T4],,0.10795987030284945,0.0416293786278395,0.00950438570018679,11.400303988484906
preto_pardo:C(periodo)[T.2018T4],preto_pardo:C(periodo)[T.2018T4],,0.08066397062377824,0.04170483335325197,0.05309301622314924,8.400657730520923
preto_pardo:C(periodo)[T.2019T4],preto_pardo:C(periodo)[T.2019T4],,0.08526249770135974,0.047552782821256176,0.0729717199423821,8.900288993816874
preto_pardo:C(periodo)[T.2020T4],preto_pardo:C(periodo)[T.2020T4],,0.045738849075384794,0.05454867842114691,0.40175218902911547,4.680100220840244
preto_pardo:C(periodo)[T.2021T4],preto_pardo:C(periodo)[T.2021T4],,-0.008045335364798482,0.08464148099311816,0.9242735865760383,-0.8013058272246409
preto_pardo:C(periodo)[T.2022T4],preto_pardo:C(periodo)[T.2022T4],,0.11055134237231276,0.05138073758651632,0.03142803235424015,11.689369155180106
preto_pardo:C(periodo)[T.2023T4],preto_pardo:C(periodo)[T.2023T4],,0.09942134935866814,0.044051471336767595,0.024012077204694268,10.453159520525546
preto_pardo:C(periodo)[T.2024T4],preto_pardo:C(periodo)[T.2024T4],,0.12009344063819724,0.04545074458890636,0.008235076271118266,12.760221052707955
preto_pardo:C(periodo)[T.2025T4],preto_pardo:C(periodo)[T.2025T4],,0.11350077243184038,0.04321179089884639,0.008623864528736695,12.019275416459706
formal:mulher,Trabalhador formal x mulher,Diferença adicional para mulheres formais,-0.01441436428394529,0.02166809979731267,0.5059006132431423,-1.4310974696288614
formal:preto_pardo,Trabalhador formal x pessoa preta ou parda,Diferença adicional para pessoas pretas/pardas formais,-0.035123532636395935,0.025457255254060413,0.167677126481247,-3.451386015780533
idade,Idade,,0.027730992763316784,0.002865546322921131,3.7621838979138904e-22,2.81190757466776
idade2,Idade ao quadrado,,-0.00020625800665240884,3.649899094116348e-05,1.5946093343966867e-08,-0.02062367369320972
