"id","contraste","termos","estimativa","erro_padrao","p_valor","efeito_percentual_aprox","ic95_inf","ic95_sup","amostra","dv"
"genero_gap_informal","Mulher vs. homem, entre informais (média ponderada por raça)","mulher + mulher:factor(raca_grupo)preto + mulher:factor(raca_grupo)pardo + mulher:factor(raca_grupo)indigena",-0.220834692995248,0.0205228344459422,0,-19.8150779372105,-22.9764871076222,-16.5239095859012,"restrita","ln_renda_mensal_real"
"genero_gap_formal","Mulher vs. homem, entre formais (média ponderada por raça)","mulher + formal:mulher + mulher:factor(raca_grupo)preto + mulher:factor(raca_grupo)pardo + mulher:factor(raca_grupo)indigena",-0.153724691803126,0.0117583984181754,0,-14.2491932482929,-16.2028469898235,-12.2499918621862,"restrita","ln_renda_mensal_real"
"genero_diferenca_formal_informal","Diferença do gap de gênero (formal - informal)","formal:mulher",0.0671100011921222,0.0223190526060456,0.00263971620937897,6.94131084215455,2.36397500061991,11.7233281002331,"restrita","ln_renda_mensal_real"
"raca_preto_gap_informal","preto vs. branco, entre informais (média ponderada por gênero)","factor(raca_grupo)preto + mulher:factor(raca_grupo)preto",-0.120328035105054,0.0356632753454767,0.000740832803688196,-11.3370456607256,-17.3229436538791,-4.91776292496066,"restrita","ln_renda_mensal_real"
"raca_preto_gap_formal","preto vs. branco, entre formais (média ponderada por gênero)","factor(raca_grupo)preto + formal:factor(raca_grupo)preto + mulher:factor(raca_grupo)preto",-0.135418745200118,0.0237915016150915,1.25636612224866e-08,-12.6649876064974,-16.6440412267379,-8.49599114418829,"restrita","ln_renda_mensal_real"
"raca_preto_diferenca_formal_informal","Diferença do gap de preto (formal - informal)","formal:factor(raca_grupo)preto",-0.0150907100950643,0.0389227602223746,0.698231287273729,-1.49774159418415,-8.73285494224564,6.31092826346435,"restrita","ln_renda_mensal_real"
"raca_pardo_gap_informal","pardo vs. branco, entre informais (média ponderada por gênero)","factor(raca_grupo)pardo + mulher:factor(raca_grupo)pardo",-0.091983062765096,0.0257926947811961,0.000362133164720557,-8.7879401784906,-13.2844309526847,-4.05829139697977,"restrita","ln_renda_mensal_real"
"raca_pardo_gap_formal","pardo vs. branco, entre formais (média ponderada por gênero)","factor(raca_grupo)pardo + formal:factor(raca_grupo)pardo + mulher:factor(raca_grupo)pardo",-0.109268157062928,0.0164432948508174,3.02908809146629e-11,-10.3510014858501,-13.1942233240961,-7.41465323677027,"restrita","ln_renda_mensal_real"
"raca_pardo_diferenca_formal_informal","Diferença do gap de pardo (formal - informal)","formal:factor(raca_grupo)pardo",-0.0172850942978323,0.0291869778684469,0.553703685264635,-1.71365640729771,-7.17847019729758,4.07289512849078,"restrita","ln_renda_mensal_real"
"raca_indigena_gap_informal","indigena vs. branco, entre informais (média ponderada por gênero)","factor(raca_grupo)indigena + mulher:factor(raca_grupo)indigena",-0.0918001894875825,0.0492711232966586,0.0624391780741964,-8.77125840488348,-17.1693141458019,0.478261253063494,"restrita","ln_renda_mensal_real"
"raca_indigena_gap_formal","indigena vs. branco, entre formais (média ponderada por gênero)","factor(raca_grupo)indigena + formal:factor(raca_grupo)indigena + mulher:factor(raca_grupo)indigena",-0.133307214773612,0.0257681452024159,2.29953752484136e-07,-12.4803822391938,-16.790842604707,-7.94662831868884,"restrita","ln_renda_mensal_real"
"raca_indigena_diferenca_formal_informal","Diferença do gap de indigena (formal - informal)","formal:factor(raca_grupo)indigena",-0.0415070252860296,0.0535612588156194,0.438372208770027,-4.06574043383366,-13.6263119109232,6.55307608281326,"restrita","ln_renda_mensal_real"
"formal_gap_geral","Formal vs. informal (média ponderada por gênero e raça)","formal + formal:mulher + formal:factor(raca_grupo)preto + formal:factor(raca_grupo)pardo + formal:factor(raca_grupo)indigena",0.293795002197311,0.013684134577565,0,34.150886910674,30.6006618264553,37.7976206800122,"restrita","ln_renda_mensal_real"
"formal_homem_branco","Prêmio de formalidade, homem branco","formal",0.277356209767579,0.0286294724404162,0,31.9636354682796,24.7625873038063,39.580313797113,"restrita","ln_renda_mensal_real"
"formal_mulher_preto","Prêmio de formalidade, mulher preto","formal + formal:mulher + formal:factor(raca_grupo)preto",0.329375500864637,0.0361871263616509,0,39.0099741251991,29.4919761753253,49.2275697462918,"restrita","ln_renda_mensal_real"
"formal_mulher_pardo","Prêmio de formalidade, mulher pardo","formal + formal:mulher + formal:factor(raca_grupo)pardo",0.327181116661869,0.0201380659444873,0,38.7052672781691,33.3371247150893,44.2895308551011,"restrita","ln_renda_mensal_real"
"formal_mulher_indigena","Prêmio de formalidade, mulher indigena","formal + formal:mulher + formal:factor(raca_grupo)indigena",0.302959185673671,0.047508972735764,1.80727877108211e-10,35.3859206463182,23.3482659732207,48.598339543991,"restrita","ln_renda_mensal_real"
