"termo","coeficiente","erro_padrao","p_valor"
"(Intercept)",1.84621217505616,0.144122367618739,3.44655258081917e-23
"formal",0.256699192964534,0.0267873932263686,5.29538636837493e-16
"mulher",-0.133580412016654,0.0276077105782146,4.50863591000157e-06
"factor(raca_grupo)indigena",-0.0816074767043075,0.0489718701292998,0.0986112135173119
"factor(raca_grupo)pardo",-0.0720374280428996,0.0285628310646468,0.0131678780292432
"factor(raca_grupo)preto",-0.0613982410138214,0.0386792379091331,0.115435916395295
"idade",0.0183080531774672,0.00251104073796334,6.01719731108016e-11
"idade2",-5.97444877674874e-05,3.21259266357662e-05,0.0657277551836883
"factor(escolaridade)2",0.138069120571337,0.0399714062657909,0.000797212209326039
"factor(escolaridade)3",0.197114121813916,0.0455923851461731,3.50573201828575e-05
"factor(escolaridade)4",0.242709207128039,0.0431235022308606,1.52633635574005e-07
"factor(escolaridade)5",0.292489245685432,0.040128960379202,6.08546013915431e-11
"factor(escolaridade)6",0.38240179577826,0.045285952242223,1.8399030625086e-13
"factor(escolaridade)7",0.642758307557905,0.0440775245458779,5.44187944186548e-27
"factor(celula_ocup_ativ)1_10",0.0204284143806609,0.168980693672207,0.904007617177386
"factor(celula_ocup_ativ)1_2",0.00638135774002754,0.195844126285419,0.974068298807233
"factor(celula_ocup_ativ)1_4",-0.096306937629817,0.149187795480864,0.519984430536082
"factor(celula_ocup_ativ)1_6",-0.426429432215172,0.181146822558093,0.0204303454892454
"factor(celula_ocup_ativ)1_7",0.408055315593125,0.145818727336209,0.00611203560061885
"factor(celula_ocup_ativ)1_8",0.604853350489373,0.132420396220355,1.3482043489165e-05
"factor(celula_ocup_ativ)1_9",0.212825315854828,0.166199597863705,0.203176602068988
"factor(celula_ocup_ativ)10_8",0.377389035007125,0.123221395421148,0.00278670450065553
"factor(celula_ocup_ativ)2_10",-0.0582178957660149,0.154155224493634,0.706447269589996
"factor(celula_ocup_ativ)2_2",0.504671810401009,0.180939943645221,0.00627594440327788
"factor(celula_ocup_ativ)2_4",-0.234186293297855,0.153531340956958,0.13018279502728
"factor(celula_ocup_ativ)2_7",0.387422237481383,0.144497304981493,0.00852159455076972
"factor(celula_ocup_ativ)2_8",0.773062249614519,0.142213298192466,3.56633393482395e-07
"factor(celula_ocup_ativ)2_9",0.368945549970922,0.123784300208226,0.00357578775934874
"factor(celula_ocup_ativ)3_10",-0.330763547151923,0.153443193110828,0.0333982071954222
"factor(celula_ocup_ativ)3_2",-0.00419340451480588,0.141477141210038,0.976410304602714
"factor(celula_ocup_ativ)3_3",-0.207405190034444,0.133040191856563,0.122013415786661
"factor(celula_ocup_ativ)3_4",-0.210693438759513,0.14812986304937,0.157886804974182
"factor(celula_ocup_ativ)3_7",0.0929788302727018,0.142764445216147,0.516292212163974
"factor(celula_ocup_ativ)3_8",0.435072879633592,0.128939177235032,0.0010379364522693
"factor(celula_ocup_ativ)3_9",-0.0211840829136812,0.126569912934875,0.867400375611609
"factor(celula_ocup_ativ)4_10",-0.395406341440941,0.13562897046659,0.00434373872599227
"factor(celula_ocup_ativ)4_2",-0.105627394626589,0.122042541423648,0.388739540502957
"factor(celula_ocup_ativ)4_4",-0.435384875666134,0.131614723764793,0.00128739303513884
"factor(celula_ocup_ativ)4_5",-0.416131323971178,0.142764106934068,0.00435063213778336
