"termo","ame_pp","erro_padrao_pp","p_valor","amostra"
"mulher",2.09231403499569,5.03194898071244,0.677552046969466,"restrita"
"preto",-3.84965171141359,4.33757572850994,0.374803159381977,"restrita"
"pardo",-0.796580595502753,2.34835329325944,0.734452923842785,"restrita"
"indigena",-3.58069370625703,7.68290705582893,0.64117273603874,"restrita"
