"termo","coeficiente","erro_padrao","p_valor"
"(Intercept)",-1.45336806719155,0.508945194102617,0.00511210348634402
"mulher",-0.220890067747287,0.0395002686733286,1.58094062765289e-07
"factor(raca_grupo)indigena",-0.0779309070158359,0.129085018362394,0.547241385635405
"factor(raca_grupo)pardo",-0.0652075586380157,0.0542788535403054,0.232129813976204
"factor(raca_grupo)preto",-0.187962777685469,0.069211216791709,0.00765099309560246
"idade",0.0617005305959519,0.008970038133523,3.53902089498875e-10
"idade2",-0.000599957814448572,0.000106282706832319,1.24516539567235e-07
"factor(escolaridade)2",-0.00252499036268804,0.149766189719061,0.986578395608876
"factor(escolaridade)3",0.250087290907735,0.151200386440791,0.100900354970393
"factor(escolaridade)4",0.299858319574416,0.164528855273525,0.0710192472703441
"factor(escolaridade)5",0.803647740153145,0.151298900872109,5.50847460177145e-07
"factor(escolaridade)6",0.760595631014166,0.150385088190231,1.65528917971963e-06
"factor(escolaridade)7",1.2121147586146,0.165899592598085,4.168893870082e-11
"factor(celula_ocup_ativ)1_10",0.468995116832383,0.641867603470453,0.466491380991711
"factor(celula_ocup_ativ)1_2",1.18958448517354,0.684581834798568,0.0849915208228921
"factor(celula_ocup_ativ)1_4",1.39163993807788,0.478958847293187,0.00441184589841168
"factor(celula_ocup_ativ)1_6",0.588532512863888,0.552907730371151,0.289402432187381
"factor(celula_ocup_ativ)1_7",1.33748561562078,0.547179890473648,0.0160577884711654
"factor(celula_ocup_ativ)1_8",-0.795059661138419,0.488271156598693,0.106242914766161
"factor(celula_ocup_ativ)1_9",0.947320648515293,0.624871560070186,0.132305602799177
"factor(celula_ocup_ativ)10_8",16.3837157628723,3.72989438066284,2.53785663509751e-05
"factor(celula_ocup_ativ)2_10",-1.43026975182258,0.491886644014324,0.00438349527768365
"factor(celula_ocup_ativ)2_2",0.0703137218652612,0.69809705450761,0.919949649123966
"factor(celula_ocup_ativ)2_4",1.22648919098677,0.701644716494126,0.0831766146694368
"factor(celula_ocup_ativ)2_7",-0.469647543346359,0.500426932567868,0.349992395580002
"factor(celula_ocup_ativ)2_8",0.15237434442622,0.475951077332689,0.749448057783859
"factor(celula_ocup_ativ)2_9",0.608266465345501,0.46399767410604,0.192540743183921
"factor(celula_ocup_ativ)3_10",-0.789590215891537,0.482684751051671,0.104657623099662
"factor(celula_ocup_ativ)3_2",0.65974671897388,0.574669363289217,0.253374299114235
"factor(celula_ocup_ativ)3_3",-0.325375216162912,0.525020556142188,0.536677916898854
"factor(celula_ocup_ativ)3_4",1.27625064159971,0.548533257187402,0.0217655756963085
"factor(celula_ocup_ativ)3_7",-0.0793594862081592,0.492451726440426,0.872261600965824
"factor(celula_ocup_ativ)3_8",0.0463529893787524,0.474199878133893,0.922304067465768
"factor(celula_ocup_ativ)3_9",0.712848699689801,0.469380532910498,0.131630724516785
"factor(celula_ocup_ativ)4_10",-0.130890599920391,0.503737059033929,0.795460699236084
"factor(celula_ocup_ativ)4_2",1.85323790557791,0.580117215093303,0.00181507090130811
"factor(celula_ocup_ativ)4_4",1.1310295818272,0.49261916829189,0.0235228658549944
"factor(celula_ocup_ativ)4_5",1.01851437505824,0.612298374355035,0.0989978284319322
"factor(celula_ocup_ativ)4_6",0.386212923599834,0.557409297427018,0.48981185591096
"factor(celula_ocup_ativ)4_7",1.22490713986121,0.480904009494546,0.0122069744433809
"factor(celula_ocup_ativ)4_8",-0.024141281592516,0.466268329495191,0.958798983268793
"factor(celula_ocup_ativ)4_9",1.1099923282986,0.45888108061448,0.0171633013162321
"factor(celula_ocup_ativ)5_10",-1.56899657975072,0.465997543423575,0.00103949699722293
"factor(celula_ocup_ativ)5_11",-1.71119945838229,0.501325549846351,0.000891621625465799
"factor(celula_ocup_ativ)5_2",-0.516972745211042,0.529526339066018,0.331004823824745
"factor(celula_ocup_ativ)5_4",0.283021944266514,0.466028522461019,0.544866255241834
"factor(celula_ocup_ativ)5_6",-0.608723216744544,0.463663269816007,0.191891398767992
"factor(celula_ocup_ativ)5_7",1.05056338883586,0.518297231993934,0.0450213160805499
"factor(celula_ocup_ativ)5_8",1.48587887983686,0.483547385100342,0.00265739234923647
"factor(celula_ocup_ativ)5_9",0.763760744412891,0.472226840995842,0.108588837247779
"factor(celula_ocup_ativ)6_1",-2.49443340666964,0.480420472861924,9.2766763655788e-07
"factor(celula_ocup_ativ)7_1",0.365010992128992,0.66669435769152,0.585119317794932
"factor(celula_ocup_ativ)7_10",-1.34956837091245,0.492543527287121,0.0071424270286303
"factor(celula_ocup_ativ)7_2",-1.04823050309006,0.479051473710675,0.0307179517327663
"factor(celula_ocup_ativ)7_3",-1.82762273233683,0.471738137025684,0.000179767975440496
"factor(celula_ocup_ativ)7_4",-0.561738648035817,0.464835375675043,0.22939013185198
"factor(celula_ocup_ativ)7_6",-0.805524512577058,0.566846681271492,0.158052363630565
"factor(celula_ocup_ativ)7_7",-0.234981960067465,0.530684089630491,0.658763622019558
"factor(celula_ocup_ativ)8_1",0.166913330402861,0.539327986278367,0.757523411834165
"factor(celula_ocup_ativ)8_2",-0.13738328486027,0.521582130054861,0.792724127915085
"factor(celula_ocup_ativ)8_3",0.153824392296119,0.540508553752898,0.776477653427364
"factor(celula_ocup_ativ)8_4",0.652764459843678,0.487966976355851,0.183672963086829
"factor(celula_ocup_ativ)8_5",-1.62734886480875,0.470134276848198,0.000759286260004354
"factor(celula_ocup_ativ)8_6",-0.614850586769653,0.597316355021689,0.305511141361253
"factor(celula_ocup_ativ)8_7",1.06929924719541,0.58552764247203,0.0704580469103413
"factor(celula_ocup_ativ)8_8",-0.0235535084290728,0.496570123242919,0.96225234277008
"factor(celula_ocup_ativ)9_1",-1.46129416613645,0.506586072766488,0.00469447465400169
