"termo","coeficiente","erro_padrao","p_valor"
"(Intercept)",1.75751346023214,0.149964981570684,1.76785835431212e-20
"formal",6.55430103113306,7.6058967523317,0.390892630623993
"mulher",6.66483510539607,5.86057333877812,0.258158701202796
"factor(raca_grupo)indigena",-15.9334312540679,16.472219702303,0.335732137065164
"factor(raca_grupo)pardo",-19.4991394477899,8.3182138036995,0.021048004327716
"factor(raca_grupo)preto",-13.5893864921687,13.1433570534919,0.303660181277321
"idade",0.0267525758331808,0.00240891504070145,3.78886891212367e-19
"idade2",-0.000195064369102193,3.03266752738084e-05,4.36277026090827e-09
"factor(escolaridade)2",0.16064444257466,0.0374358278718201,4.11223573612625e-05
"factor(escolaridade)3",0.29201260132193,0.0436211718396353,1.2766380314919e-09
"factor(escolaridade)4",0.279212507767372,0.0411360970874341,8.21266230402879e-10
"factor(escolaridade)5",0.343580233093069,0.0383536495291981,1.89538352297795e-14
"factor(escolaridade)6",0.437008510096501,0.043322701248672,6.37326585005165e-17
"factor(escolaridade)7",0.676553446223938,0.0411191388046021,3.27649118132529e-30
"factor(celula_ocup_ativ)1_10",0.126236909637694,0.187173668976491,0.501589516559189
"factor(celula_ocup_ativ)1_2",0.0707830484595993,0.173232194376244,0.683705325991332
"factor(celula_ocup_ativ)1_4",-0.0222540212066718,0.143320167095699,0.876917613366259
"factor(celula_ocup_ativ)1_6",-0.134588448359304,0.162507505294703,0.409530424054907
"factor(celula_ocup_ativ)1_7",0.315453663589194,0.134562261037069,0.0210402405920697
"factor(celula_ocup_ativ)1_8",0.581713787969193,0.133023144160433,3.00770610840381e-05
"factor(celula_ocup_ativ)1_9",0.196714811665713,0.165757107899857,0.238131864407473
"factor(celula_ocup_ativ)10_8",0.281932573283991,0.127361902893272,0.0291262800897068
"factor(celula_ocup_ativ)2_10",0.0181268513765597,0.142253933259298,0.89885911849793
"factor(celula_ocup_ativ)2_2",0.473094045564418,0.195431946652122,0.0172915282534934
"factor(celula_ocup_ativ)2_4",-0.129586125421476,0.167809406237069,0.441804130525635
"factor(celula_ocup_ativ)2_7",0.321158989906607,0.131866941990508,0.0166424295821236
"factor(celula_ocup_ativ)2_8",0.732655969869849,0.147014482779563,2.62283869339382e-06
"factor(celula_ocup_ativ)2_9",0.329581497859573,0.12868291156689,0.0119249076797252
"factor(celula_ocup_ativ)3_10",-0.325449453009553,0.141412254131234,0.023442460075569
"factor(celula_ocup_ativ)3_2",-0.0659002954268482,0.140729202010425,0.640605363896046
