"termo","coeficiente","erro_padrao","p_valor","efeito_percentual_aprox"
"(Intercept)",1.93682941433748,0.139634475272789,2.63400775584771e-25,593.672259446113
"formal",0.162684696110967,0.0262415056592263,1.18716838355563e-08,17.6665623944983
"mulher",-0.09343669895749,0.0265529396910954,0.000646565681993087,-8.92043300831321
"factor(raca_grupo)indigena",-0.103516832894469,0.0482185926570088,0.0341543274254497,-9.83391549477384
"factor(raca_grupo)pardo",-0.0821606283753927,0.0280130817819767,0.00413854849708181,-7.88760118372203
"factor(raca_grupo)preto",-0.0657368231949143,0.0377669144202666,0.0847413377568604,-6.36227353563682
"setor_publico",0.23433279116341,0.0321387077402035,6.49556747646339e-11,26.4065091910527
"idade",0.0190983650532499,0.00246052343379418,6.36303137749414e-12,1.92819054053468
"idade2",-9.62070212451827e-05,3.19562493683437e-05,0.00327955821504038,-0.00962023934981682
"factor(escolaridade)2",0.131105114744181,0.0371685388797422,0.000628485312073528,14.0087615031733
"factor(escolaridade)3",0.1732619962241,0.0429582756697278,0.000105736669946129,18.9177624321175
"factor(escolaridade)4",0.210064071625876,0.0409937590629968,1.40152370845228e-06,23.3757106248137
"factor(escolaridade)5",0.269703102162898,0.0376304108333215,1.19084863667318e-10,30.9575582851017
"factor(escolaridade)6",0.360422150247955,0.042795139708424,2.31828935723897e-13,43.3934622663485
"factor(escolaridade)7",0.585959027775215,0.0417228444743,1.13589752979366e-25,79.6713257572697
"factor(celula_ocup_ativ)1_10",-0.117378724353034,0.181611749667212,0.519511727717245,-11.0751650623839
"factor(celula_ocup_ativ)1_2",-0.0476010076483623,0.172050422605172,0.782588758383353,-4.64858439542554
"factor(celula_ocup_ativ)1_4",-0.0720226396026267,0.144283236288342,0.618720357143174,-6.94901708000365
"factor(celula_ocup_ativ)1_6",-0.399187073836644,0.175694262033698,0.0251613597735466,-32.9134811710938
"factor(celula_ocup_ativ)1_7",0.285899550868285,0.133406878327337,0.034462750380141,33.0958754886085
"factor(celula_ocup_ativ)1_8",0.254582445256126,0.129690749907919,0.0523433633049499,28.992289498291
"factor(celula_ocup_ativ)1_9",-0.0169313501416752,0.157561505195534,0.914634148178231,-1.6788820373693
"factor(celula_ocup_ativ)10_8",-0.117903963870095,0.122465579415869,0.337926891145086,-11.1218596357502
"factor(celula_ocup_ativ)2_10",-0.0740157081141816,0.150286270166724,0.623415426746636,-7.1342893725145
"factor(celula_ocup_ativ)2_2",0.355917819678334,0.179917400773054,0.0505736678634406,42.7490231836933
"factor(celula_ocup_ativ)2_4",-0.18175897106817,0.148740245278391,0.224500947870745,-16.6197713327654
"factor(celula_ocup_ativ)2_7",0.338814307656118,0.139048217343806,0.0165384358679737,40.3282742155959
"factor(celula_ocup_ativ)2_8",0.380205486428668,0.138357861100375,0.00708079730662086,46.2585099946562
"factor(celula_ocup_ativ)2_9",0.0283931551540903,0.121443456766456,0.815606383817983,2.88000829756785
"factor(celula_ocup_ativ)3_10",-0.356496081199751,0.148227771982735,0.0179544929802048,-29.9874784884888
"factor(celula_ocup_ativ)3_2",-0.15456475261965,0.134306003601574,0.252462660261754,-14.3211988922358
"factor(celula_ocup_ativ)3_3",-0.195382392321495,0.129172743678312,0.133452071009906,-17.7479927447708
"factor(celula_ocup_ativ)3_4",-0.195296324682977,0.145732726660532,0.183161866129456,-17.7409132040877
"factor(celula_ocup_ativ)3_7",0.00825415724765408,0.136749442341504,0.951986105173142,0.828831672480379
"factor(celula_ocup_ativ)3_8",0.0431823776446088,0.127493809396067,0.735523910253974,4.41283031475739
"factor(celula_ocup_ativ)3_9",-0.364191169387933,0.124909575604192,0.00435620607195744,-30.5241634484623
"factor(celula_ocup_ativ)4_10",-0.478600407685443,0.135981027944734,0.000644984801250742,-38.0349957376871
"factor(celula_ocup_ativ)4_2",-0.263953916144892,0.120828669831442,0.031191032267272,-23.1991068346472
"factor(celula_ocup_ativ)4_4",-0.440029303648021,0.127528869990548,0.000812632979132127,-35.5982451256939
"factor(celula_ocup_ativ)4_5",-0.503914017717187,0.136496372519565,0.000358195667131108,-39.5838672207189
