"contraste","termos","estimativa","erro_padrao","p_valor","efeito_percentual_aprox","ic95_inf","ic95_sup"
"Formal + Setor público + Formal×Setor público","formal + setor_publico + formal:setor_publico",0.688335997220879,0.0353146832215314,0,99.0400743729332,85.7291452531014,113.304977807306
