"termo","beta_mensal","beta_hora","beta_ln_horas","soma_hora_mais_horas","diferenca_vs_mensal","erro_padrao","p_valor"
"factor(celula_ocup_ativ)5_4",-0.516367819558323,-0.428634814224086,-0.0877330053342421,-0.516367819558328,4.88498130835069e-15,0.137233325836378,0.000277133782805727
"factor(celula_ocup_ativ)5_6",-0.726997659976075,-0.627011124393392,-0.0999865355826887,-0.726997659976081,5.99520433297585e-15,0.135678132859011,5.00368325849176e-07
"factor(celula_ocup_ativ)5_7",-0.663673287449608,-0.456869553075197,-0.206803734374417,-0.663673287449614,5.6621374255883e-15,0.132052902760266,2.07046962476392e-06
"factor(celula_ocup_ativ)5_8",0.153652017593588,0.316579721025718,-0.16292770343214,0.153652017593578,9.85322934354826e-15,0.145818003733857,0.29442778262855
"factor(celula_ocup_ativ)5_9",-0.548393871127746,-0.313263938945927,-0.235129932181826,-0.548393871127753,7.105427357601e-15,0.136116682264857,0.000106256583116297
"factor(celula_ocup_ativ)6_1",-0.787931933478415,-0.688497465287972,-0.0994344681904466,-0.787931933478419,3.88578058618805e-15,0.135544244198557,6.66122900584825e-08
"factor(celula_ocup_ativ)7_1",-0.686520946645596,-0.597713361007021,-0.0888075856385797,-0.686520946645601,5.32907051820075e-15,0.174064081702202,0.00014486624552174
"factor(celula_ocup_ativ)7_10",-0.727228911995423,-0.55257930471354,-0.174649607281889,-0.727228911995429,5.77315972805081e-15,0.147998328636895,3.30461893391891e-06
"factor(celula_ocup_ativ)7_2",-0.710592563631992,-0.549932495887572,-0.160660067744426,-0.710592563631998,6.21724893790088e-15,0.134353588530725,6.75353991212377e-07
"factor(celula_ocup_ativ)7_3",-0.569586679993828,-0.460930282970195,-0.108656397023639,-0.569586679993834,5.99520433297585e-15,0.134883796189212,5.14806030417529e-05
"factor(celula_ocup_ativ)7_4",-0.505842043544486,-0.463763782013628,-0.042078261530862,-0.50584204354449,4.77395900588817e-15,0.138816749301239,0.000419182243002164
"factor(celula_ocup_ativ)7_6",-0.650616742185002,-0.457916584952,-0.192700157233007,-0.650616742185007,4.88498130835069e-15,0.150828877484601,3.64020000343974e-05
"factor(celula_ocup_ativ)7_7",-0.467045815049645,-0.315300275606962,-0.151745539442689,-0.467045815049651,6.55031584528842e-15,0.158450048886784,0.00394683880957669
"factor(celula_ocup_ativ)8_1",-0.297800635063521,-0.254374281999191,-0.0434263530643374,-0.297800635063529,7.82707232360735e-15,0.139538236178187,0.0351551398795099
"factor(celula_ocup_ativ)8_2",-0.619149970631011,-0.456288931712149,-0.162861038918869,-0.619149970631018,6.66133814775094e-15,0.159494935127005,0.000181317798338035
"factor(celula_ocup_ativ)8_3",-0.293863319475388,-0.245017280719457,-0.0488460387559368,-0.293863319475393,5.71764857681956e-15,0.144906500287485,0.0450975685613196
"factor(celula_ocup_ativ)8_4",-0.654139679053648,-0.598818269000606,-0.0553214100530478,-0.654139679053654,6.10622663543836e-15,0.136152570020956,5.18474159387544e-06
"factor(celula_ocup_ativ)8_5",-0.360580117265305,-0.360030563757353,-0.000549553507961292,-0.360580117265315,9.76996261670138e-15,0.137897287682203,0.0102397106781928
"factor(celula_ocup_ativ)8_6",-0.471988586189824,-0.266631510272693,-0.205357075917137,-0.47198858618983,5.99520433297585e-15,0.151252985175282,0.0023314958129192
"factor(celula_ocup_ativ)8_7",-0.600344209526541,-0.474982743115956,-0.125361466410591,-0.600344209526547,5.99520433297585e-15,0.144492746353072,6.65230576532471e-05
"factor(celula_ocup_ativ)8_8",-0.333999480471177,-0.161877074610355,-0.172122405860828,-0.333999480471183,6.38378239159465e-15,0.140324479425685,0.0191072514558068
"factor(celula_ocup_ativ)9_1",-0.912755423337523,-0.752915131434077,-0.159840291903452,-0.912755423337529,5.88418203051333e-15,0.128313864221001,1.43855269247024e-10
"factor(celula_ocup_ativ)9_10",-0.785604883455847,-0.552037658043786,-0.233567225412064,-0.78560488345585,2.99760216648792e-15,0.169703137411894,1.05423415560703e-05
"factor(celula_ocup_ativ)9_11",-0.822424213520213,-0.564683429982496,-0.257740783537723,-0.822424213520219,5.88418203051333e-15,0.135978221450074,2.27997024776201e-08
"factor(celula_ocup_ativ)9_2",-0.441392452835141,-0.393801610703379,-0.0475908421317681,-0.441392452835147,6.27276008913213e-15,0.14434378418096,0.00282767330108625
"factor(celula_ocup_ativ)9_3",-0.888368334227239,-0.757030528619921,-0.131337805607324,-0.888368334227245,5.55111512312578e-15,0.135121829029676,1.93910376348674e-09
"factor(celula_ocup_ativ)9_4",-0.785956299764917,-0.714344060163434,-0.071612239601488,-0.785956299764922,5.44009282066327e-15,0.134210540371082,5.48183901390198e-08
"factor(celula_ocup_ativ)9_5",-0.764884462960743,-0.472384568472957,-0.292499894487793,-0.76488446296075,7.32747196252603e-15,0.162255870776693,7.49209921241105e-06
"factor(celula_ocup_ativ)9_6",-0.730322228668863,-0.631196021622861,-0.0991262070460078,-0.730322228668868,4.9960036108132e-15,0.144614143749289,1.86916249167669e-06
"factor(celula_ocup_ativ)9_7",-0.859906427756988,-0.645194095490774,-0.214712332266221,-0.859906427756994,6.32827124036339e-15,0.136374866545677,6.90796844527262e-09
"factor(celula_ocup_ativ)9_8",-0.510720922438315,-0.318721220034146,-0.191999702404176,-0.510720922438322,6.55031584528842e-15,0.137307084254818,0.000322425969417364
"factor(celula_ocup_ativ)9_9",-0.730531446988979,-0.587334448900716,-0.143196998088271,-0.730531446988987,8.77076189453874e-15,0.139134353939964,7.96879923882355e-07
"factor(celula_ocup_ativ)outras",-0.329858510079318,-0.153683274974704,-0.176175235104619,-0.329858510079323,5.21804821573824e-15,0.152162884426893,0.032432910717327
"factor(escolaridade)2",0.151836168296097,0.163003674691373,-0.0111675063952651,0.151836168296108,-1.10467190950203e-14,0.036561198368534,6.70010199057378e-05
"factor(escolaridade)3",0.293629294307744,0.295375432788077,-0.00174613848032671,0.293629294307751,-6.60582699651968e-15,0.0424029469741898,3.60576768151885e-10
"factor(escolaridade)4",0.253957680017268,0.283456650766473,-0.0294989707491959,0.253957680017277,-8.77076189453874e-15,0.0408133456709268,1.01797950712575e-08
"factor(escolaridade)5",0.351019236851038,0.34794453563931,0.00307470121173576,0.351019236851046,-8.38218383591993e-15,0.0376389067476906,1.99396006034933e-15
"factor(escolaridade)6",0.423559158671265,0.441574690234499,-0.0180155315632316,0.423559158671267,-2.38697950294409e-15,0.0433539918920433,2.01529784519198e-16
"factor(escolaridade)7",0.683615224320969,0.681023726081198,0.00259149823977949,0.683615224320977,-8.65973959207622e-15,0.0393989631516087,1.30405544276583e-32
"factor(periodo)2017T4",0.026923809225936,0.0359415728985383,-0.00901776367260417,0.0269238092259341,1.89778748271863e-15,0.0264742648681899,0.311500365528601
"factor(periodo)2018T4",-0.0375561943044822,0.011927161433497,-0.0494833557379815,-0.0375561943044845,2.33840724561674e-15,0.0316524363237196,0.23809543619282
"factor(periodo)2019T4",-0.0236653496315779,-0.0411157488507338,0.0174503992191528,-0.023665349631581,3.06352165857504e-15,0.0295143781327082,0.424465454292342
"factor(periodo)2020T4",-0.0466614983151765,-0.0218761814425112,-0.024785316872667,-0.0466614983151782,1.66533453693773e-15,0.0294195981643668,0.115730877960528
"factor(periodo)2021T4",-0.06992639049878,-0.070559397060226,0.000633006561443788,-0.0699263904987822,2.16493489801906e-15,0.0354028615751922,0.0508746622041319
"factor(periodo)2022T4",0.014690945789494,-0.00175538408314892,0.0164463298726411,0.0146909457894922,1.82666382020358e-15,0.030611602363046,0.63228654789444
"factor(periodo)2023T4",0.0182602700653578,-0.0177049185988105,0.0359651886641672,0.0182602700653567,1.12757025938492e-15,0.0256125961043051,0.477463713727556
"factor(periodo)2024T4",0.0476848529626446,0.0366415069609259,0.0110433460017173,0.0476848529626432,1.36002320516582e-15,0.0278489287498865,0.0897989930786617
"factor(periodo)2025T4",0.0772063962995862,0.0739016267013883,0.00330476959819618,0.0772063962995845,1.72084568816899e-15,0.0273931606460992,0.00576799560189646
"factor(raca_grupo)indigena",-0.181653495805459,-0.136844068744364,-0.0448094270610972,-0.181653495805461,2.55351295663786e-15,0.0428239905085658,4.78855651232994e-05
"factor(raca_grupo)pardo",-0.124957197029398,-0.0964055529106705,-0.0285516441187316,-0.124957197029402,3.62210261783957e-15,0.0261550683715654,5.78761307992304e-06
"factor(raca_grupo)preto",-0.138018075741997,-0.100806721928176,-0.0372113538138254,-0.138018075742001,4.32986979603811e-15,0.0323923504003761,4.45507879099461e-05
"formal",0.346597775446445,0.294732107243894,0.0518656682025489,0.346597775446443,2.16493489801906e-15,0.0292129137104274,4.15209945575526e-21
"formal:factor(raca_grupo)indigena",-0.0360283150446608,-0.12017370427515,0.0841453892304895,-0.0360283150446601,-7.0082828429463e-16,0.047008387929448,0.44514426851944
"formal:factor(raca_grupo)pardo",-0.00297049518591073,-0.0418647826589246,0.038894287473015,-0.00297049518590965,-1.08506953422349e-15,0.029778316200356,0.920730130326725
"formal:factor(raca_grupo)preto",-0.0112028713989699,-0.0672562555899568,0.0560533841909867,-0.0112028713989701,1.57859836313889e-16,0.0371756964689721,0.76374410320845
"formal:mulher",0.14686641961593,-0.00538116371337731,0.152247583329307,0.14686641961593,5.27355936696949e-16,0.0199942297884535,4.60075740544012e-11
"formal_pop",0.402214392525193,0.253815618422189,0.148398774103003,0.402214392525192,1.66533453693773e-15,0.0127664081080919,0
"idade",0.039272063231781,0.0267621995586645,0.0125098636731164,0.039272063231781,-2.08166817117217e-17,0.00247673152074286,1.25452844261513e-29
"idade2",-0.000351409732275311,-0.000194724647498523,-0.00015668508477679,-0.000351409732275313,1.62630325872826e-18,3.07689623800977e-05,4.02090208503253e-20
"mulher",-0.340198724629023,-0.194347364130243,-0.145851360498779,-0.340198724629023,-3.33066907387547e-16,0.0272642345283645,1.84029230785036e-22
"mulher:factor(raca_grupo)indigena",0.0901568285302975,0.116236198108491,-0.0260793695781932,0.0901568285302975,0,0.0432598308705598,0.0395800051324785
"mulher:factor(raca_grupo)pardo",-0.00424382603570014,0.0417874193568993,-0.0460312453926001,-0.00424382603570084,7.07767178198537e-16,0.0263754141657173,0.872480676681745
"mulher:factor(raca_grupo)preto",-0.00890161460875902,0.0526703772740278,-0.0615719918827879,-0.00890161460876015,1.12757025938492e-15,0.0376449127656499,0.81353438751105
"mulher_pop",-0.339689642112427,-0.157240161811826,-0.182449480300601,-0.339689642112427,2.22044604925031e-16,0.0180937208476668,0
