"termo","coeficiente","erro_padrao","p_valor","efeito_percentual_aprox"
"(Intercept)",6.35680214796306,0.0687046672010923,3.51596441682806e-140,57540.0163604069
"formal",0.327821850550288,0.028986993382195,3.92851654598295e-22,38.7941689215229
"mulher",-0.220078957270702,0.0280389555527293,5.80912063377066e-13,-19.754456423001
"factor(raca_grupo)indigena",-0.108049931981414,0.0508218156388413,0.0350428104862928,-10.2417222775061
"factor(raca_grupo)pardo",-0.107715920113228,0.0299249045789938,0.000425451087786017,-10.2117369400284
"factor(raca_grupo)preto",-0.119999071774647,0.0417732459603679,0.0046267527281486,-11.3078740020425
"idade",0.0293538400931456,0.00242032993247418,2.2028305805889e-24,2.97889106205544
"idade2",-0.000197401314000317,3.05228225872943e-05,1.17041929983203e-09,-0.0197381831642862
"factor(escolaridade)2",0.129811124539447,0.0364838409860033,0.00049273941888841,13.8613306901199
"factor(escolaridade)3",0.165881783383812,0.0436468596313719,0.000205275291545296,18.0433546615057
"factor(escolaridade)4",0.191343458580102,0.041569125087517,8.4716345657388e-06,21.0875266169353
"factor(escolaridade)5",0.321732239182292,0.0352183404554719,2.88451625500805e-16,37.9515346342889
"factor(escolaridade)6",0.439308428441953,0.0405392760607078,7.720734902598e-21,55.1633781583047
"factor(escolaridade)7",0.891305517471667,0.0375078401864154,3.39139974403791e-54,143.831083168688
"factor(periodo)2017T4",0.0420623540444444,0.0312660117384,0.180441942014591,4.29595094668851
"factor(periodo)2018T4",-0.00494411375240513,0.0322039389293508,0.878178853995251,-0.493191173966889
"factor(periodo)2019T4",-0.0353397422576938,0.0306399026664622,0.250481426521288,-3.47225849854979
"factor(periodo)2020T4",-0.0531742648184818,0.0407403997225819,0.193711258177176,-5.17852423889555
"factor(periodo)2021T4",-0.0689492355488984,0.0324224795635801,0.034997728703179,-6.66259389025599
"factor(periodo)2022T4",-0.0453677119641902,0.0377157777801383,0.23080926260512,-4.43539852554189
"factor(periodo)2023T4",-0.0149466270409342,0.0276150779757713,0.589093667021409,-1.4835480654554
"factor(periodo)2024T4",0.00336218038694784,0.0322918982077057,0.917206616315715,0.336783885524494
"factor(periodo)2025T4",0.0132772788703428,0.031027138623731,0.669284994974489,1.33658133357835
"factor(atividade_grupo)10",-0.037879913767765,0.0384643659875005,0.326215885930301,-3.71714435972282
"factor(atividade_grupo)11",-0.329077243923955,0.0318523959491581,1.82786709546132e-19,-28.0412569156521
"factor(atividade_grupo)12",-0.130001528177741,0.205890637220584,0.528678782110103,-12.1905910964306
"factor(atividade_grupo)2",0.165619589523191,0.0337374261774395,2.24984852765001e-06,18.0124084757535
"factor(atividade_grupo)3",-0.041711252712144,0.0309477947883588,0.179641847542642,-4.08533084022382
"factor(atividade_grupo)4",-0.00660473018744065,0.0288076214224789,0.818953535721658,-0.658296689692983
"factor(atividade_grupo)5",0.0984333146853877,0.0399976445952981,0.0149249176304305,10.3440818642727
"factor(atividade_grupo)6",-0.108893580082294,0.0339905516463785,0.00163971347319084,-10.3174147446524
"factor(atividade_grupo)7",0.0604607732218949,0.0304297474428192,0.0486517440436322,6.23259251296522
"factor(atividade_grupo)8",0.557543218577133,0.0296235114748404,2.63759225844213e-42,74.6376759628461
"factor(atividade_grupo)9",0.222576537251039,0.0297610546375453,4.77108419484588e-12,24.9291433323656
"formal:mulher",0.00887908115074102,0.0218111190441065,0.684489638727811,0.891861711950725
"formal:factor(raca_grupo)indigena",-0.0867373775244894,0.0488189140579468,0.0775270361124647,-8.30821327441127
"formal:factor(raca_grupo)pardo",-0.042748555965571,0.0306032255696618,0.164400942178576,-4.18477185443432
"formal:factor(raca_grupo)preto",-0.029074474009133,0.0378770393558468,0.443862348892227,-2.86558781181872
"mulher:factor(raca_grupo)indigena",0.0653721986790702,0.038958555789159,0.0953129020552725,6.75562934903584
"mulher:factor(raca_grupo)pardo",0.00976591751942057,0.0266238388167257,0.714247681346952,0.981375970603948
"mulher:factor(raca_grupo)preto",-0.0295014779124363,0.0423463917838407,0.487026336576335,-2.90705573085642
