"termo","coeficiente","erro_padrao","p_valor"
"(Intercept)",3.57091461655659,0.0484657090207528,3.1537202707252e-92
"formal",0.0206570168030511,0.0118489959926244,0.0841985957430019
"mulher",-0.104747038245122,0.0123237386677938,1.38670462844078e-13
"factor(raca_grupo)indigena",-0.0369996153469252,0.028218414471168,0.192654805831151
"factor(raca_grupo)pardo",-0.0316992278451679,0.0128927877339273,0.0155797059535763
"factor(raca_grupo)preto",-0.0504895945875587,0.0198459832381101,0.0124125457190859
"idade",0.0126739801875517,0.00155057046288304,7.27132145377166e-13
"idade2",-0.000155028988870625,1.80637552829886e-05,9.09046412270695e-14
"factor(escolaridade)2",-0.00612933349781775,0.0227871904073634,0.78847171238562
"factor(escolaridade)3",-0.0262131519163679,0.0256933585412371,0.309964026094223
"factor(escolaridade)4",-0.0542382848357246,0.0259208637170316,0.0388082529434518
"factor(escolaridade)5",-0.0112067636237992,0.0209205839569826,0.593311770672223
"factor(escolaridade)6",-0.0418718623699354,0.0238957309282,0.0826460075428454
"factor(escolaridade)7",-0.0336399655148072,0.0223048166829162,0.134508248037583
"factor(celula_ocup_ativ)1_10",-0.117050154506903,0.0807039536939842,0.149937595668476
"factor(celula_ocup_ativ)1_2",-0.0244393332326194,0.038927227548206,0.531484236225201
"factor(celula_ocup_ativ)1_4",-0.0127993333593335,0.0290209112159118,0.660092058983449
"factor(celula_ocup_ativ)1_6",-0.0419770661481405,0.0454141993197877,0.357441223712223
"factor(celula_ocup_ativ)1_7",-0.0853220950158227,0.0395931266459502,0.0334493078272894
"factor(celula_ocup_ativ)1_8",-0.140058561398712,0.0308085071272866,1.4687903083095e-05
"factor(celula_ocup_ativ)1_9",-0.0808689741653322,0.029511768489268,0.00721657769657961
"factor(celula_ocup_ativ)10_8",-0.0994664961753629,0.0289978949318833,0.000863505449965731
"factor(celula_ocup_ativ)2_10",-0.302423236331555,0.0842833180494435,0.000507577267005917
"factor(celula_ocup_ativ)2_2",-0.159324345060974,0.0427883441510173,0.000317956209549327
"factor(celula_ocup_ativ)2_4",-0.13996539320597,0.0434276005315859,0.00169045903250566
"factor(celula_ocup_ativ)2_7",-0.169293187886078,0.0424580848063914,0.000123752914076357
"factor(celula_ocup_ativ)2_8",-0.21066829006308,0.0302488732311375,2.97308767553248e-10
"factor(celula_ocup_ativ)2_9",-0.277493318544218,0.0302685254222503,4.50732167765702e-15
"factor(celula_ocup_ativ)3_10",-0.119991489628492,0.0574861402638653,0.0392805629393015
"factor(celula_ocup_ativ)3_2",-0.0666190590570498,0.0434039521717257,0.12782564762037
"factor(celula_ocup_ativ)3_3",-0.0776851753547322,0.0345310783139786,0.0265530187848969
"factor(celula_ocup_ativ)3_4",-0.0704405528542792,0.0378887525773049,0.0658071563044324
"factor(celula_ocup_ativ)3_7",-0.153176638705353,0.0371752301145801,7.5677803195261e-05
"factor(celula_ocup_ativ)3_8",-0.218791176907384,0.028796929583623,1.31608627586904e-11
"factor(celula_ocup_ativ)3_9",-0.234255247829218,0.0291786190710447,1.51726537293004e-12
"factor(celula_ocup_ativ)4_10",-0.233243811065857,0.0494763539294008,7.48649476754091e-06
"factor(celula_ocup_ativ)4_2",-0.148416102063515,0.0369978169999157,0.000113261386631744
"factor(celula_ocup_ativ)4_4",-0.0790711119975907,0.0320259059659438,0.0151630026219771
"factor(celula_ocup_ativ)4_5",-0.0715038013205512,0.042903669742862,0.0985718375000937
"factor(celula_ocup_ativ)4_6",-0.136180159157202,0.068850130657325,0.0505578013616204
"factor(celula_ocup_ativ)4_7",-0.180277901358949,0.0315955931884811,1.07955596174571e-07
"factor(celula_ocup_ativ)4_8",-0.209086496522798,0.0290265324724975,9.26359866457165e-11
"factor(celula_ocup_ativ)4_9",-0.210170136081691,0.0308420147818024,6.14658438785586e-10
"factor(celula_ocup_ativ)5_10",0.0158863143800389,0.0319281053078926,0.619830936949011
"factor(celula_ocup_ativ)5_11",-0.14281074119313,0.0395853835871265,0.000474859835351723
"factor(celula_ocup_ativ)5_2",-0.00544980335319134,0.040896210340783,0.894243319368714
"factor(celula_ocup_ativ)5_4",-0.02858779571104,0.0280946780464921,0.31122982444144
"factor(celula_ocup_ativ)5_6",-0.0938205782873718,0.0344637771158102,0.00759221015414011
"factor(celula_ocup_ativ)5_7",-0.17612048610438,0.0332538411945376,6.54489347626939e-07
"factor(celula_ocup_ativ)5_8",-0.143759072667065,0.0283820815824519,1.75476275257903e-06
"factor(celula_ocup_ativ)5_9",-0.231338846018974,0.0286872526120332,1.2659750461563e-12
"factor(celula_ocup_ativ)6_1",-0.0628333033591504,0.0308751177718098,0.0443622525940674
"factor(celula_ocup_ativ)7_1",-0.0961248422311234,0.0442126578285151,0.0319398172119709
"factor(celula_ocup_ativ)7_10",-0.137989832917875,0.0913094532958756,0.133732964931794
"factor(celula_ocup_ativ)7_2",-0.0483197480595503,0.0292059432286993,0.101022680639395
"factor(celula_ocup_ativ)7_3",-0.081186798338051,0.0280726562767822,0.00465350494219567
"factor(celula_ocup_ativ)7_4",-0.0376361207330245,0.0303269559348266,0.217366782784884
"factor(celula_ocup_ativ)7_6",-0.080135675821055,0.0469752268149018,0.090980568736815
"factor(celula_ocup_ativ)7_7",-0.106289720270148,0.0360336822994262,0.00392168619784961
"factor(celula_ocup_ativ)8_1",-0.0337148929559237,0.0389212453497025,0.388337108179582
"factor(celula_ocup_ativ)8_2",-0.128713298154122,0.0482196573208218,0.00880820512824429
"factor(celula_ocup_ativ)8_3",-0.0457427189570837,0.0371315904590827,0.220734989704406
"factor(celula_ocup_ativ)8_4",-0.0605419185441593,0.0284186259378261,0.0354772139093575
"factor(celula_ocup_ativ)8_5",-0.0379478544841424,0.0292164098333851,0.196839109803026
"factor(celula_ocup_ativ)8_6",-0.210759506478431,0.0733201014990999,0.00489922517915442
"factor(celula_ocup_ativ)8_7",-0.116431892534036,0.038757489041807,0.00333058205773449
"factor(celula_ocup_ativ)8_8",-0.170254264973788,0.0361713660659106,7.71318669740211e-06
"factor(celula_ocup_ativ)9_1",-0.122140172050519,0.0343331708259347,0.000563426972244241
"factor(celula_ocup_ativ)9_10",-0.191224503318851,0.109952677560083,0.0849386089226066
"factor(celula_ocup_ativ)9_11",-0.303688177018856,0.030348526736141,5.92064469936329e-17
"factor(celula_ocup_ativ)9_2",-0.020481959365635,0.030984348243031,0.510033152843038
"factor(celula_ocup_ativ)9_3",-0.0965135350354961,0.0301930886885174,0.00183784077948178
"factor(celula_ocup_ativ)9_4",-0.0438473888157065,0.0291962583827185,0.136146226497897
"factor(celula_ocup_ativ)9_5",-0.160225557628808,0.122646702264043,0.194271238902677
"factor(celula_ocup_ativ)9_6",-0.119018813794816,0.0459813400729857,0.0110073876589869
"factor(celula_ocup_ativ)9_7",-0.152628634757868,0.0301231587920118,1.74233571082854e-06
"factor(celula_ocup_ativ)9_8",-0.197879179861308,0.0333586123002291,3.88463635961051e-08
"factor(celula_ocup_ativ)9_9",-0.142858679348185,0.0297482785126301,5.23187289558397e-06
"factor(celula_ocup_ativ)outras",-0.165933714954633,0.0314039893909907,6.90468304169578e-07
"factor(periodo)2017T4",0.0016309940973183,0.0134805762145425,0.903931406135219
"factor(periodo)2018T4",-0.0146018621387506,0.0128448923213594,0.258216495436466
"factor(periodo)2019T4",0.0187559751571907,0.0129268880465308,0.149781105964351
"factor(periodo)2020T4",-0.00730720820278673,0.015774686732978,0.64416276371176
"factor(periodo)2021T4",0.00965510032012175,0.0124544728263617,0.439945273065732
"factor(periodo)2022T4",0.0255038537836466,0.0129312555071107,0.0512092191991611
"factor(periodo)2023T4",0.0297057445299178,0.0114728319470649,0.0109831226801247
"factor(periodo)2024T4",0.00330964001542273,0.0123979219615969,0.790030334142623
"factor(periodo)2025T4",0.00621073781098855,0.0115198571133228,0.590936263664076
"formal:mulher",0.111684152733082,0.0102107539946244,4.82215122678045e-19
