termo,inclinacao_log_por_ano,erro_padrao,p_valor,efeito_percentual_aprox_por_ano
formal,-0.002985677044172499,0.003959883082265337,0.45086056427279797,-0.29812243430114016
mulher,-0.0022686534559304026,0.002882705330118304,0.43128910337703275,-0.2266082006622261
preto_pardo,0.007814285192715856,0.00454348259095361,0.08545264191264114,0.7844896402209756
