"termo","coeficiente","erro_padrao","p_valor","efeito_percentual_aprox"
"(Intercept)",6.82419330324998,0.144822459814465,1.86846280397243e-72,91883.4077514245
"factor(posicao_ocupacao_grupo)conta_propria",-0.14428867581753,0.0212801850266709,7.23984078352527e-10,-13.4362176719
"factor(posicao_ocupacao_grupo)domestico_com_carteira",-0.533420465240332,0.172185353099603,0.00250032284893947,-41.3404893866973
"factor(posicao_ocupacao_grupo)domestico_sem_carteira",-1.04515353792267,0.178018882249257,5.12392219240417e-08,-64.8362174508138
"factor(posicao_ocupacao_grupo)empregador",0.71984097773817,0.0389881873125586,9.45473573502747e-35,105.410653600291
"factor(posicao_ocupacao_grupo)militar_estatutario",0.674475005749067,0.0314754464713143,3.95278094761787e-40,96.3002140563828
"factor(posicao_ocupacao_grupo)privado_com_carteira",0.184024160998264,0.0178737049694637,1.32765608829065e-17,20.2044865349361
"factor(posicao_ocupacao_grupo)publico_com_carteira",0.300951016385227,0.0483350151340752,9.9947903615024e-09,35.1143156041168
"factor(posicao_ocupacao_grupo)publico_sem_carteira",0.229066268282727,0.0349855538969849,2.2060089740889e-09,25.7425363668425
"mulher",-0.244979673958967,0.010881665406057,5.55103733460821e-42,-21.7279552311883
"factor(raca_grupo)indigena",-0.152892322227604,0.026517475911528,8.24829709158222e-08,-14.1777871716763
"factor(raca_grupo)pardo",-0.121947167930076,0.0157722008985812,6.73779892235438e-12,-11.4804866041528
"factor(raca_grupo)preto",-0.140591886207992,0.0211206808637315,1.31124671371973e-09,-13.1156173499747
"idade",0.0398675588242856,0.00247054803757518,3.37989809390564e-30,4.06729371176116
"idade2",-0.000374352586583476,3.05149180762637e-05,5.33141795104558e-22,-0.037428252539673
"factor(escolaridade)2",0.122328455928675,0.0354930779546727,0.000817753435072318,13.0125237160465
"factor(escolaridade)3",0.246340609089695,0.0411487081348378,3.02513665189632e-08,27.9335252555198
"factor(escolaridade)4",0.208693769070557,0.0403220338299082,1.09803973740926e-06,23.2067643534702
"factor(escolaridade)5",0.30884668221654,0.0362245496119889,1.21266959603763e-13,36.1853558127576
"factor(escolaridade)6",0.383198051759876,0.0413273819332946,2.63022002235063e-15,46.6968537000179
"factor(escolaridade)7",0.618531250646924,0.0390630461358695,1.39239500385835e-29,85.619974656889
"factor(celula_ocup_ativ)1_10",-0.12687054312034,0.187807530508149,0.500821027976028,-11.9152302989314
"factor(celula_ocup_ativ)1_2",-0.217015156550286,0.172575807470118,0.21136006669787,-19.5082230564101
"factor(celula_ocup_ativ)1_4",-0.083849409752956,0.14292587205949,0.558688853879296,-8.04302760991912
"factor(celula_ocup_ativ)1_6",-0.388756007877139,0.168968270979065,0.0233811011412819,-32.2100347987621
"factor(celula_ocup_ativ)1_7",0.167588480161511,0.133437233966768,0.211927007751757,18.2449908915432
"factor(celula_ocup_ativ)1_8",0.167673818701072,0.138988399194941,0.230379373167648,18.2550821769579
"factor(celula_ocup_ativ)1_9",-0.080149910107588,0.168114907449704,0.634526089080305,-7.70220277120701
"factor(celula_ocup_ativ)10_8",-0.197716040989862,0.131827747606559,0.136665532990266,-17.9397162373268
"factor(celula_ocup_ativ)2_10",-0.386789911229157,0.14169800412534,0.00743546572531021,-32.0766220672269
"factor(celula_ocup_ativ)2_2",0.336985612308037,0.209271981337692,0.110339984472366,40.0718910481345
"factor(celula_ocup_ativ)2_4",-0.215485227046839,0.150368084914714,0.154813893543476,-19.3849820611009
"factor(celula_ocup_ativ)2_7",0.22250923313185,0.133601241706957,0.0987994560417934,24.920735369361
"factor(celula_ocup_ativ)2_8",0.218369012820446,0.147017841193864,0.140454433742385,24.4046051870682
"factor(celula_ocup_ativ)2_9",-0.17602403661384,0.132918735294555,0.188279476534181,-16.1402173957293
"factor(celula_ocup_ativ)3_10",-0.45306458172875,0.148509749477133,0.00289049493289456,-36.4322920823955
"factor(celula_ocup_ativ)3_2",-0.15831841806067,0.14044281503997,0.262193492014544,-14.6422055941849
"factor(celula_ocup_ativ)3_3",-0.296178723565411,0.136201041945142,0.0319072267878052,-25.63454924425
"factor(celula_ocup_ativ)3_4",-0.215689667839299,0.155095262454714,0.167259380594614,-19.4014613746731
"factor(celula_ocup_ativ)3_7",-0.0876967154323802,0.143083047094818,0.541262572602532,-8.39613450143333
"factor(celula_ocup_ativ)3_8",-0.113353448996634,0.138661657921989,0.415503983516919,-10.7164967306262
"factor(celula_ocup_ativ)3_9",-0.521171853246363,0.132275846796142,0.000147002104509117,-40.6175734813673
"factor(celula_ocup_ativ)4_10",-0.658881924886804,0.138194379150391,6.02268985978678e-06,-48.2570463717701
"factor(celula_ocup_ativ)4_2",-0.328942883524027,0.139643395970155,0.0203503121761484,-28.0315878605984
"factor(celula_ocup_ativ)4_4",-0.494298775054319,0.138027166770937,0.000519847623241729,-39.0001496474283
"factor(celula_ocup_ativ)4_5",-0.536041723250441,0.141653325688902,0.000256906974868363,-41.494049750169
"factor(celula_ocup_ativ)4_6",-0.557045421476133,0.134189274911026,6.74398337753669e-05,-42.7100758466693
"factor(celula_ocup_ativ)4_7",-0.4309995767206,0.131017343153928,0.00136602882008933,-35.0140814153302
"factor(celula_ocup_ativ)4_8",-0.420573968924477,0.133818109975624,0.00217484842151212,-34.3330196433288
"factor(celula_ocup_ativ)4_9",-0.594336355551158,0.134345498242439,2.37480416292329e-05,-44.8071271209587
"factor(celula_ocup_ativ)5_10",-0.493710767148639,0.12933541523983,0.000228456551950506,-38.9642707056588
"factor(celula_ocup_ativ)5_11",0.210853193445969,0.221784246120296,0.343933274847194,23.4731075140884
"factor(celula_ocup_ativ)5_2",-0.516926823466268,0.14658992697535,0.000626048249684403,-40.3649575105727
"factor(celula_ocup_ativ)5_4",-0.426751384656116,0.130040013005869,0.00140137545896273,-34.7374215155768
"factor(celula_ocup_ativ)5_6",-0.683537975297239,0.130577352789031,8.52866647093915e-07,-49.517223904394
"factor(celula_ocup_ativ)5_7",-0.534109701520079,0.125498649793987,4.5394550900405e-05,-41.3809057197626
"factor(celula_ocup_ativ)5_8",-0.163239424674915,0.139552474996673,0.244755977449903,-15.0612200330393
"factor(celula_ocup_ativ)5_9",-0.771974805196213,0.130747195929004,4.40407088241926e-08,-53.7900390053961
"factor(celula_ocup_ativ)6_1",-0.767940895709355,0.130495143306643,4.81266597974419e-08,-53.6032557252144
"factor(celula_ocup_ativ)7_1",-0.635670978331331,0.172810922678807,0.000372080093278228,-47.0419967647135
"factor(celula_ocup_ativ)7_10",-0.635314832797595,0.141971691965309,1.94502517905808e-05,-47.0231326493998
"factor(celula_ocup_ativ)7_2",-0.657719656108664,0.128387760563361,1.37432281297992e-06,-48.1968721897667
"factor(celula_ocup_ativ)7_3",-0.505263850040753,0.127854202070531,0.000140815831889338,-39.6653638538401
"factor(celula_ocup_ativ)7_4",-0.458067424238593,0.1321033453209,0.000762676547971975,-36.7495171386837
"factor(celula_ocup_ativ)7_6",-0.547624526326352,0.149809014060053,0.000402829656836043,-42.1678031416337
"factor(celula_ocup_ativ)7_7",-0.378646424943866,0.149626387532605,0.0128698105954207,-31.5212306285909
"factor(celula_ocup_ativ)8_1",-0.234590703437455,0.130318052570496,0.0747099970908297,-20.910550621136
"factor(celula_ocup_ativ)8_2",-0.541918579636547,0.1543704915886,0.000660354888341048,-41.8368724708878
"factor(celula_ocup_ativ)8_3",-0.235236823418595,0.13794469992033,0.0910956783775079,-20.9616353894551
"factor(celula_ocup_ativ)8_4",-0.580973291266075,0.128671704098584,1.66008966529938e-05,-44.0646312515972
"factor(celula_ocup_ativ)8_5",-0.249115913081659,0.13123140574706,0.0604030269257528,-22.051038489546
"factor(celula_ocup_ativ)8_6",-0.434805544115009,0.144548630319316,0.00329143391347274,-35.2609456259973
"factor(celula_ocup_ativ)8_7",-0.516226403273608,0.137442068483047,0.000283789970927132,-40.3231732910757
"factor(celula_ocup_ativ)8_8",-0.615896874963243,0.136509533438517,1.68258911987584e-05,-45.9843774597151
"factor(celula_ocup_ativ)9_1",-0.871617920754014,0.122799980950388,1.55248614345979e-10,-58.1725733116477
"factor(celula_ocup_ativ)9_10",-0.772829700964585,0.175907430131836,2.67471466832414e-05,-53.8295268241175
"factor(celula_ocup_ativ)9_11",0.114008437280751,0.222823884212873,0.609968480021476,12.0761581024375
"factor(celula_ocup_ativ)9_2",-0.396228924607914,0.136404163863008,0.00448123341053183,-32.7147354222995
"factor(celula_ocup_ativ)9_3",-0.846868013752966,0.128632025768303,1.8571208598958e-09,-57.1244311843625
"factor(celula_ocup_ativ)9_4",-0.702332575631515,0.127413422562064,2.55118001578098e-07,-50.4571669099215
"factor(celula_ocup_ativ)9_5",-0.704830486292942,0.161415363378979,2.967895028399e-05,-50.5807660468266
"factor(celula_ocup_ativ)9_6",-0.71853124260602,0.137671789554099,9.1176701708057e-07,-51.2532297785178
"factor(celula_ocup_ativ)9_7",-0.732165306560831,0.128510118249569,1.12122471723231e-07,-51.9133361694924
"factor(celula_ocup_ativ)9_8",-0.788507603415476,0.132405225347349,3.49133702730945e-08,-54.5477382631384
"factor(celula_ocup_ativ)9_9",-0.801715222602816,0.138131219034987,6.94033009969045e-08,-55.1441074495528
"factor(celula_ocup_ativ)outras",-0.238670447852441,0.143102174688012,0.0983287545776021,-21.2325580598663
"factor(periodo)2017T4",0.0288923087334743,0.0248774350191114,0.248118271729024,2.93137404058736
"factor(periodo)2018T4",-0.0380310668285757,0.0300972894200923,0.209170391573624,-3.73169670821274
"factor(periodo)2019T4",-0.0238759408741968,0.02723026496399,0.38258809106034,-2.35931655772492
"factor(periodo)2020T4",-0.0307756664712666,0.028700236924052,0.286037418140072,-3.03069166511338
"factor(periodo)2021T4",-0.0468616580952672,0.0361991810512285,0.198315128399623,-4.57806030114511
"factor(periodo)2022T4",0.0319442310540141,0.0289568423182112,0.272476622031506,3.24599244977608
