"contraste","termos","estimativa","erro_padrao","p_valor","efeito_percentual_aprox","ic95_inf","ic95_sup"
"Formal + Setor público + Formal×Setor público","formal + setor_publico + formal:setor_publico",0.64884204066602,0.0376868629527208,0,91.3323994381205,77.7087501822952,106.000475706433
