"id","contraste","termos","estimativa","erro_padrao","p_valor","efeito_percentual_aprox","ic95_inf","ic95_sup","amostra","dv"
"genero_gap_informal","Mulher vs. homem, entre informais (média ponderada por raça)","mulher + mulher:factor(raca_grupo)preto + mulher:factor(raca_grupo)pardo + mulher:factor(raca_grupo)indigena",-0.0860330844912717,0.0171920186924261,5.60812096095376e-07,-8.24361264159965,-11.2839566625161,-5.09907448151994,"restrita","ln_renda_hora_real"
"genero_gap_formal","Mulher vs. homem, entre formais (média ponderada por raça)","mulher + formal:mulher + mulher:factor(raca_grupo)preto + mulher:factor(raca_grupo)pardo + mulher:factor(raca_grupo)indigena",-0.130607236032232,0.0121655960294757,0,-12.2437618405074,-14.3115210648004,-10.1261052640525,"restrita","ln_renda_hora_real"
"genero_diferenca_formal_informal","Diferença do gap de gênero (formal - informal)","formal:mulher",-0.0445741515409607,0.019683083321719,0.0235377329355879,-4.35953214165153,-7.97896509960239,-0.597737223185013,"restrita","ln_renda_hora_real"
"raca_preto_gap_informal","preto vs. branco, entre informais (média ponderada por gênero)","factor(raca_grupo)preto + mulher:factor(raca_grupo)preto",-0.040510170491124,0.0329102088732295,0.218348965634021,-3.97006022547545,-9.96882438193017,2.42840071554002,"restrita","ln_renda_hora_real"
"raca_preto_gap_formal","preto vs. branco, entre formais (média ponderada por gênero)","factor(raca_grupo)preto + formal:factor(raca_grupo)preto + mulher:factor(raca_grupo)preto",-0.120875849099856,0.0254476009766052,2.03426749778579e-06,-11.3856031664782,-15.6970347824937,-6.85367583561306,"restrita","ln_renda_hora_real"
"raca_preto_diferenca_formal_informal","Diferença do gap de preto (formal - informal)","formal:factor(raca_grupo)preto",-0.0803656786087323,0.0385656284309266,0.0371721767218716,-7.72211558021826,-14.440171852175,-0.476565494281467,"restrita","ln_renda_hora_real"
"raca_pardo_gap_informal","pardo vs. branco, entre informais (média ponderada por gênero)","factor(raca_grupo)pardo + mulher:factor(raca_grupo)pardo",-0.0429948688312534,0.0244372131300788,0.0785093415446749,-4.20836947153722,-8.68835012354762,0.4914103700568,"restrita","ln_renda_hora_real"
"raca_pardo_gap_formal","pardo vs. branco, entre formais (média ponderada por gênero)","factor(raca_grupo)pardo + formal:factor(raca_grupo)pardo + mulher:factor(raca_grupo)pardo",-0.0954797564355309,0.0168805594068365,1.54764518978112e-08,-9.10632384126381,-12.0644171713224,-6.04872225905217,"restrita","ln_renda_hora_real"
"raca_pardo_diferenca_formal_informal","Diferença do gap de pardo (formal - informal)","formal:factor(raca_grupo)pardo",-0.0524848876042775,0.0279545808429092,0.0604488034746966,-5.11313393738635,-10.1722165556965,0.230875192048896,"restrita","ln_renda_hora_real"
"raca_indigena_gap_informal","indigena vs. branco, entre informais (média ponderada por gênero)","factor(raca_grupo)indigena + mulher:factor(raca_grupo)indigena",-0.0535107639799878,0.0409906283332377,0.191743412989933,-5.21042621818626,-12.5280832451109,2.71940562267041,"restrita","ln_renda_hora_real"
"raca_indigena_gap_formal","indigena vs. branco, entre formais (média ponderada por gênero)","factor(raca_grupo)indigena + formal:factor(raca_grupo)indigena + mulher:factor(raca_grupo)indigena",-0.159509750709941,0.0268292974081445,2.75855005504866e-09,-14.7438345725504,-19.1112290876539,-10.1406331013587,"restrita","ln_renda_hora_real"
"raca_indigena_diferenca_formal_informal","Diferença do gap de indigena (formal - informal)","formal:factor(raca_grupo)indigena",-0.105998986729954,0.0459152354437695,0.0209669079128039,-10.0574440563559,-17.7981886433479,-1.58777238403404,"restrita","ln_renda_hora_real"
"formal_gap_geral","Formal vs. informal (média ponderada por gênero e raça)","formal + formal:mulher + formal:factor(raca_grupo)preto + formal:factor(raca_grupo)pardo + formal:factor(raca_grupo)indigena",0.189997707019778,0.0121284313305579,0,20.924682487502,18.0839919682592,23.8337101495836,"restrita","ln_renda_hora_real"
"formal_homem_branco","Prêmio de formalidade, homem branco","formal",0.256699192964534,0.0267873932263686,0,29.2656228182696,22.6538411545205,36.2338193839703,"restrita","ln_renda_hora_real"
"formal_mulher_preto","Prêmio de formalidade, mulher preto","formal + formal:mulher + formal:factor(raca_grupo)preto",0.131759362814841,0.0351888806562931,0.000180863895633765,14.083375920933,6.48023091594527,22.2294180765899,"restrita","ln_renda_hora_real"
"formal_mulher_pardo","Prêmio de formalidade, mulher pardo","formal + formal:mulher + formal:factor(raca_grupo)pardo",0.159640153819296,0.0166616018610611,0,17.3088663556291,13.5398186105855,21.2030307432591,"restrita","ln_renda_hora_real"
"formal_mulher_indigena","Prêmio de formalidade, mulher indigena","formal + formal:mulher + formal:factor(raca_grupo)indigena",0.10612605469362,0.0401695924222533,0.00824302238023433,11.196203570621,2.77723093546001,20.3048143638299,"restrita","ln_renda_hora_real"
