"termo","coeficiente","erro_padrao","p_valor","efeito_percentual_aprox"
"(Intercept)",6.94892291781597,0.149586747753352,6.59424702357936e-71,104102.677505777
"formal",0.225413867769381,0.0282200690084189,2.06178773793108e-12,25.2841119468764
"mulher",-0.216512796992141,0.0284725410247448,1.39132618895128e-11,-19.4677770845507
"factor(raca_grupo)indigena",-0.134119881695337,0.0557173908261615,0.0178576539451211,-12.5514776451948
"factor(raca_grupo)pardo",-0.110199257373031,0.0290634136319774,0.000252483865882481,-10.4344348477248
"factor(raca_grupo)preto",-0.115169979933698,0.0407231305735086,0.00562756009421259,-10.878535757474
"setor_publico",0.268373485076432,0.0333785112027936,1.58425762283224e-12,30.7835505854448
"idade",0.031266365275261,0.00264258139931149,6.5238477714388e-21,3.17602924021276
"idade2",-0.000238742869755968,3.31601466267404e-05,1.01623227445836e-10,-0.023871437294487
"factor(escolaridade)2",0.127344847740782,0.0386922605944805,0.00136675222807002,13.580863129455
"factor(escolaridade)3",0.153342424310472,0.0483087765069988,0.0019815008237974,16.5724082872672
"factor(escolaridade)4",0.164169488274307,0.0448082316421701,0.000394582288999449,17.8414025527561
"factor(escolaridade)5",0.262744748098186,0.0378765204207103,3.63507891585849e-10,30.0494722830905
"factor(escolaridade)6",0.321639628983158,0.0437279553638512,4.74267952401323e-11,37.9387595067582
"factor(escolaridade)7",0.565352037943092,0.0404972338466391,1.70512972339971e-25,76.0067284137827
"factor(celula_ocup_ativ)1_10",-0.209894604794398,0.209611100523151,0.319003089106014,-18.9330317834347
"factor(celula_ocup_ativ)1_2",-0.0692375334078323,0.178977474808968,0.699664951949008,-6.68949898606876
"factor(celula_ocup_ativ)1_4",-0.0956446925524993,0.153166711402755,0.53371397199137,-9.12131425500211
"factor(celula_ocup_ativ)1_6",-0.451144742206221,0.194462412257654,0.0223156780782303,-36.3101350609602
"factor(celula_ocup_ativ)1_7",0.212770621559591,0.145254459418295,0.146017683810251,23.7100854431791
"factor(celula_ocup_ativ)1_8",0.140922081470161,0.141327870380475,0.321038815373777,15.1334934164183
"factor(celula_ocup_ativ)1_9",-0.0755511235374031,0.1651339454645,0.648265113684043,-7.27676740742322
"factor(celula_ocup_ativ)10_8",-0.130040359796362,0.132923670806323,0.330213988517234,-12.1940008117056
"factor(celula_ocup_ativ)2_10",-0.367196322581425,0.169101408735311,0.0321921354720976,-30.7326355783106
"factor(celula_ocup_ativ)2_2",0.212890138089504,0.177863326058823,0.234081062876303,23.7248717268917
"factor(celula_ocup_ativ)2_4",-0.342845831723494,0.147938426147076,0.0224550697687592,-29.0252376306049
"factor(celula_ocup_ativ)2_7",0.176206231630537,0.1535168421163,0.253711148131387,19.2684002455644
"factor(celula_ocup_ativ)2_8",0.218092457827246,0.146938185121528,0.140797464748838,24.370205229286
"factor(celula_ocup_ativ)2_9",-0.201628358732672,0.133684094406832,0.134553139293144,-18.260134942878
"factor(celula_ocup_ativ)3_10",-0.475011262954,0.155408937688109,0.00285223682452027,-37.812194775832
"factor(celula_ocup_ativ)3_2",-0.204447058710385,0.1429779093333,0.155766182367322,-18.4902106891118
"factor(celula_ocup_ativ)3_3",-0.277608221425444,0.138891086981224,0.0482704953017343,-24.240642768991
"factor(celula_ocup_ativ)3_4",-0.274791042784762,0.155592359397577,0.0803426103156319,-24.0269142115591
"factor(celula_ocup_ativ)3_7",-0.134750151293641,0.144059279230621,0.351780420329931,-12.6065764248848
"factor(celula_ocup_ativ)3_8",-0.129714891414286,0.1377265322282,0.348483773196311,-12.1654180840785
